nma_id,study_id,author,year,journal,pmid,country,treatment_arm1,treatment_arm2,n_arm1,n_arm2,outcome_type,events_arm1,events_arm2,mean_arm1,sd_arm1,mean_arm2,sd_arm2,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,comparison_type
NMA043,NRCT1250,Cooper,2013,JACC,26635145,USA,Treatment B,Treatment E,495,450,continuous,,,68.5,24.5,73.4,13.8,,,,48,55.5,9.7,55,86,Severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA043,NRCT1251,Martinez,2010,Neurology,32463969,Canada,Treatment B,Treatment B,216,711,survival,,,,,,,0.84,0.69,0.97,36,49.0,11.0,40,74,Severe,Multiple,low,low,low,low,unclear,low,low,unclear,no,yes,Head-to-head
NMA043,NRCT1252,Morris,2010,Lancet,23871129,Mexico,Treatment D,Treatment A,370,487,continuous,,,66.9,17.2,46.8,23.2,,,,12,55.6,12.3,57,67,Moderate,Diabetes,low,low,low,low,high,low,low,high,yes,yes,Head-to-head
NMA043,NRCT1253,Adams,2012,Blood,26008008,Brazil,Treatment A,Treatment A,678,280,binary,213,120,,,,,,,,24,43.2,10.0,38,66,Moderate-severe,Diabetes,low,low,low,unclear,low,low,low,unclear,no,yes,Placebo-controlled
NMA043,NRCT1254,White,2017,JACC,27835223,South Korea,Treatment A,Treatment D,470,732,survival,,,,,,,0.78,0.71,0.88,36,65.2,8.0,63,52,Moderate,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA043,NRCT1255,Martin,2021,BMJ,24211756,Germany,Treatment E,Treatment B,356,645,continuous,,,71.1,12.3,59.2,12.2,,,,48,63.3,8.6,56,55,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA043,NRCT1256,Evans,2019,Ann Rheum Dis,30032327,Denmark,Treatment D,Treatment A,384,696,binary,146,171,,,,,,,,12,48.8,12.2,54,57,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA043,NRCT1257,Taylor,2013,NEJM,32505720,Mexico,Treatment B,Treatment A,219,743,continuous,,,76.7,19.9,45.2,24.0,,,,12,43.6,9.1,64,75,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA043,NRCT1258,Evans,2023,BMJ,30747667,Denmark,Treatment B,Treatment A,735,485,binary,332,146,,,,,,,,12,64.6,10.6,60,69,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA043,NRCT1259,Reed,2021,Lancet Psychiatry,30783764,Taiwan,Treatment E,Treatment B,416,362,survival,,,,,,,0.65,0.53,0.75,36,53.2,9.0,62,75,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA043,NRCT1260,Garcia,2022,Lancet,28349575,Japan,Treatment E,Treatment E,234,437,binary,94,121,,,,,,,,48,64.1,13.9,39,63,Mild,HTN,low,unclear,low,low,low,low,low,unclear,yes,yes,Placebo-controlled
NMA043,NRCT1261,Jones,2015,Lancet Oncol,29732513,South Korea,Treatment E,Treatment C,534,675,binary,223,229,,,,,,,,36,49.9,9.5,37,82,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA043,NRCT1262,Morris,2014,J Clin Oncol,30432978,Canada,Treatment C,Treatment C,781,502,survival,,,,,,,0.62,0.53,0.7,36,54.5,12.3,32,82,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA043,NRCT1263,Parker,2021,JACC,24883040,USA,Treatment B,Treatment B,776,738,binary,447,186,,,,,,,,36,49.5,9.8,40,57,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA043,NRCT1264,King,2023,Lancet Psychiatry,21242309,China,Treatment A,Treatment C,367,616,survival,,,,,,,0.7,0.64,0.81,48,67.2,11.8,50,74,Severe,HTN,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA043,NRCT1265,Campbell,2013,J Clin Oncol,30106075,India,Treatment B,Treatment A,775,308,binary,360,182,,,,,,,,24,50.2,11.0,65,75,Mild,Multiple,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA043,NRCT1266,Nguyen,2023,Circulation,24853070,Denmark,Treatment B,Treatment D,773,244,continuous,,,66.2,24.2,76.6,23.1,,,,48,48.6,13.0,51,56,Mild,Diabetes,low,unclear,low,low,low,low,low,unclear,no,yes,Placebo-controlled
NMA043,NRCT1267,Bailey,2021,Lancet Psychiatry,31539919,Singapore,Treatment B,Treatment C,309,486,survival,,,,,,,0.87,0.74,1.0,24,47.4,12.2,55,87,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA043,NRCT1268,Miller,2020,J Clin Oncol,31214291,Italy,Treatment A,Treatment C,625,412,binary,216,155,,,,,,,,12,63.2,14.0,65,82,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA044,NRCT1269,Davis,2012,Lancet Respir Med,30636037,Brazil,Treatment B,Treatment E,521,592,survival,,,,,,,0.74,0.63,0.83,48,60.8,9.6,59,80,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA044,NRCT1270,Murphy,2010,Lancet Psychiatry,31398577,Netherlands,Treatment B,Treatment C,737,456,binary,225,227,,,,,,,,36,49.1,8.8,61,67,Mild,Multiple,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA044,NRCT1271,Green,2020,Ann Rheum Dis,31284251,France,Treatment E,Treatment B,715,442,survival,,,,,,,0.8,0.67,0.93,24,64.6,8.8,53,74,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA044,NRCT1272,Torres,2020,Lancet Oncol,33956134,Spain,Treatment B,Treatment E,292,435,binary,117,146,,,,,,,,36,46.4,13.1,48,80,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA044,NRCT1273,Martinez,2010,JAMA Dermatol,28797856,Singapore,Treatment B,Treatment B,384,581,binary,202,328,,,,,,,,12,66.5,9.3,42,72,Severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA044,NRCT1274,Martinez,2013,Lancet,21061398,Australia,Treatment A,Treatment A,277,686,binary,139,208,,,,,,,,12,57.8,8.8,61,84,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA044,NRCT1275,Rodriguez,2022,Lancet Oncol,29578055,India,Treatment B,Treatment A,618,699,continuous,,,76.9,20.7,53.8,13.9,,,,36,43.0,11.6,68,72,Severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA044,NRCT1276,Garcia,2023,Gut,33598773,South Korea,Treatment C,Treatment E,749,496,binary,319,99,,,,,,,,36,45.4,12.3,34,79,Mild,None,low,low,low,unclear,low,low,low,unclear,yes,yes,Head-to-head
NMA044,NRCT1277,Clark,2014,Neurology,33238838,Singapore,Treatment A,Treatment C,633,662,binary,233,279,,,,,,,,24,44.4,8.9,40,60,Moderate,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA044,NRCT1278,Peterson,2015,Lancet,32121651,Germany,Treatment D,Treatment A,693,546,binary,108,177,,,,,,,,12,66.2,12.9,51,64,Mild,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA044,NRCT1279,Miller,2020,Lancet Oncol,25653962,Netherlands,Treatment A,Treatment E,354,327,binary,167,143,,,,,,,,36,64.0,13.5,60,65,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA044,NRCT1280,Young,2023,Circulation,35282334,Germany,Treatment E,Treatment E,577,253,binary,216,48,,,,,,,,36,55.2,11.9,64,60,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA044,NRCT1281,Wilson,2013,Lancet Oncol,27626731,Spain,Treatment A,Treatment B,784,466,survival,,,,,,,0.69,0.61,0.83,36,64.3,9.6,34,80,Moderate,Multiple,unclear,low,low,low,low,low,low,unclear,yes,yes,Placebo-controlled
NMA044,NRCT1282,Robinson,2020,JAMA,23290536,Spain,Treatment A,Treatment C,761,208,survival,,,,,,,1.02,0.83,1.22,12,51.2,12.3,53,52,Severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA044,NRCT1283,Edwards,2011,Blood,32121843,Taiwan,Treatment C,Treatment D,604,315,continuous,,,68.1,21.8,63.4,12.1,,,,48,49.5,13.5,38,80,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA044,NRCT1284,Wilson,2021,Gut,34403522,Belgium,Treatment C,Treatment A,758,624,survival,,,,,,,0.69,0.62,0.8,24,45.3,10.4,39,83,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA044,NRCT1285,Thompson,2010,NEJM,25001352,Spain,Treatment E,Treatment A,737,731,continuous,,,72.1,15.6,63.2,20.6,,,,36,58.1,8.4,46,60,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA044,NRCT1286,Reed,2022,NEJM,34063008,Netherlands,Treatment D,Treatment D,238,290,binary,56,52,,,,,,,,24,58.0,11.1,39,82,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA044,NRCT1287,Wilson,2021,Gut,25265881,Denmark,Treatment C,Treatment C,221,292,binary,114,157,,,,,,,,36,50.4,11.2,68,56,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA044,NRCT1288,Lewis,2013,Blood,31758087,Spain,Treatment C,Treatment B,665,644,survival,,,,,,,1.01,0.84,1.12,36,49.7,13.4,64,63,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA044,NRCT1289,Davis,2011,BMJ,32991910,Singapore,Treatment A,Treatment A,372,596,survival,,,,,,,0.61,0.51,0.72,12,44.0,9.7,32,55,Severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA044,NRCT1290,Roberts,2019,Lancet Psychiatry,34785023,South Korea,Treatment A,Treatment C,798,540,continuous,,,76.4,19.4,69.8,16.5,,,,24,67.7,13.2,43,81,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA044,NRCT1291,Miller,2017,JAMA,27550270,Germany,Treatment A,Treatment B,681,397,survival,,,,,,,0.97,0.81,1.05,12,55.5,10.7,49,64,Mild,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA044,NRCT1292,Edwards,2015,Lancet Oncol,33881969,Denmark,Treatment B,Treatment C,439,583,binary,105,253,,,,,,,,36,59.8,11.4,42,79,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA044,NRCT1293,Robinson,2013,Neurology,25796098,Belgium,Treatment C,Treatment E,757,341,continuous,,,71.6,12.3,68.4,15.5,,,,36,49.5,13.0,54,53,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA045,NRCT1294,Edwards,2023,Lancet Oncol,24960754,Sweden,Treatment D,Treatment A,442,457,survival,,,,,,,0.84,0.7,0.98,12,55.4,9.5,54,55,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1295,Adams,2011,Lancet Oncol,34697153,France,Treatment E,Treatment A,270,377,binary,81,138,,,,,,,,12,55.9,10.4,57,56,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1296,Johnson,2021,Lancet Neurol,23216667,Mexico,Treatment B,Treatment E,795,370,continuous,,,75.2,24.0,66.0,22.8,,,,12,63.9,11.5,46,81,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1297,Morgan,2018,Lancet Oncol,21140992,Taiwan,Treatment E,Treatment B,412,601,binary,201,325,,,,,,,,24,59.1,9.2,41,64,Mild,HTN,low,low,unclear,low,low,low,low,unclear,no,yes,Placebo-controlled
NMA045,NRCT1298,Thomas,2023,BMJ,34805631,UK,Treatment D,Treatment C,715,557,survival,,,,,,,0.84,0.71,0.93,48,62.6,13.9,63,83,Moderate,Multiple,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA045,NRCT1299,Nguyen,2018,Lancet Psychiatry,27445917,Denmark,Treatment E,Treatment C,217,759,binary,112,258,,,,,,,,12,56.3,11.7,45,55,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA045,NRCT1300,Williams,2022,Lancet Oncol,36801932,Mexico,Treatment A,Treatment E,503,390,binary,290,157,,,,,,,,12,47.8,12.6,63,67,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,no,Head-to-head
NMA045,NRCT1301,Jones,2010,Gut,33883432,Spain,Treatment C,Treatment A,618,759,binary,216,439,,,,,,,,12,47.7,9.4,47,83,Moderate-severe,Diabetes,low,low,low,low,low,low,unclear,unclear,no,yes,Placebo-controlled
NMA045,NRCT1302,Hall,2021,Blood,26697045,Italy,Treatment D,Treatment B,288,369,binary,153,63,,,,,,,,36,44.9,11.2,42,68,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1303,Garcia,2016,NEJM,21251756,Spain,Treatment E,Treatment D,279,706,binary,92,225,,,,,,,,48,65.0,10.4,57,65,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1304,Wright,2020,J Clin Oncol,28839419,Taiwan,Treatment B,Treatment D,472,524,continuous,,,65.3,15.1,66.5,21.1,,,,24,49.9,10.4,43,75,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1305,Green,2017,JAMA,32517526,Japan,Treatment A,Treatment D,443,589,continuous,,,56.1,13.6,62.6,21.7,,,,12,44.1,8.7,50,70,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA045,NRCT1306,Nguyen,2022,Lancet Neurol,22730235,UK,Treatment B,Treatment B,435,359,continuous,,,71.6,19.3,57.1,23.5,,,,48,50.5,12.1,52,57,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA045,NRCT1307,Carter,2010,Gut,32059512,France,Treatment C,Treatment A,344,563,binary,187,203,,,,,,,,12,47.8,10.3,65,69,Moderate,Diabetes,low,low,low,low,unclear,low,low,unclear,no,no,Placebo-controlled
NMA045,NRCT1308,White,2022,Gut,33244499,Spain,Treatment E,Treatment E,532,458,binary,152,138,,,,,,,,24,59.2,12.4,63,68,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA045,NRCT1309,Lee,2010,Neurology,36360574,Japan,Treatment A,Treatment C,482,757,continuous,,,56.3,21.7,47.8,13.0,,,,12,55.6,11.9,54,79,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA045,NRCT1310,Johnson,2020,Lancet Respir Med,25295234,Taiwan,Treatment D,Treatment B,692,769,binary,341,130,,,,,,,,12,54.7,12.2,48,76,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1311,Jones,2017,Lancet Respir Med,35796698,UK,Treatment D,Treatment A,374,412,binary,170,156,,,,,,,,12,68.0,9.4,40,52,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA045,NRCT1312,Jackson,2013,BMJ,29851810,India,Treatment E,Treatment D,695,671,binary,141,318,,,,,,,,36,44.6,9.9,57,88,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA045,NRCT1313,Morgan,2023,Lancet Oncol,36543244,India,Treatment B,Treatment C,244,484,binary,120,241,,,,,,,,36,61.1,8.1,67,59,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA045,NRCT1314,Jackson,2016,Lancet Psychiatry,22875216,Canada,Treatment D,Treatment E,255,727,binary,96,420,,,,,,,,12,51.6,8.3,43,87,Mild,HTN,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA045,NRCT1315,Morgan,2021,Lancet Respir Med,26381941,Sweden,Treatment B,Treatment C,607,721,continuous,,,71.9,18.6,45.9,21.6,,,,12,65.2,10.0,55,78,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA045,NRCT1316,Johnson,2019,Lancet Oncol,25724417,France,Treatment B,Treatment C,501,382,continuous,,,58.8,24.7,73.8,18.2,,,,36,54.0,11.1,35,86,Mild,HTN,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA045,NRCT1317,Williams,2019,Lancet Respir Med,27940908,Brazil,Treatment E,Treatment A,208,713,survival,,,,,,,0.8,0.67,0.87,36,42.1,8.9,59,78,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA045,NRCT1318,Wilson,2017,Lancet,23119274,France,Treatment B,Treatment A,254,657,binary,77,164,,,,,,,,36,43.4,13.8,65,66,Mild,CVD,low,low,low,low,low,low,low,low,no,no,Head-to-head
NMA045,NRCT1319,Nguyen,2014,Lancet Oncol,27910058,Taiwan,Treatment C,Treatment D,333,359,survival,,,,,,,0.81,0.67,0.91,24,46.8,13.8,47,86,Severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA045,NRCT1320,Martin,2012,J Clin Oncol,27152843,France,Treatment E,Treatment A,677,554,binary,139,124,,,,,,,,48,44.7,12.6,45,76,Mild,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1321,Evans,2011,JAMA Dermatol,30282968,Mexico,Treatment A,Treatment E,784,292,survival,,,,,,,0.77,0.69,0.84,24,55.0,8.7,42,63,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA045,NRCT1322,Torres,2015,J Clin Oncol,27212422,Singapore,Treatment A,Treatment E,622,658,binary,367,290,,,,,,,,48,67.7,8.1,40,78,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1323,Brown,2010,JAMA,23708705,Belgium,Treatment C,Treatment E,652,602,continuous,,,77.6,13.9,61.7,14.5,,,,48,48.4,13.4,65,56,Severe,Multiple,low,low,unclear,low,low,low,low,unclear,no,no,Placebo-controlled
NMA045,NRCT1324,Campbell,2021,Lancet Respir Med,29296440,India,Treatment A,Treatment E,485,659,continuous,,,50.9,15.1,61.6,20.6,,,,36,52.6,8.9,66,62,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1325,Murphy,2014,JAMA,36840899,Canada,Treatment D,Treatment D,488,711,binary,167,159,,,,,,,,24,59.3,12.7,44,63,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1326,Davis,2013,Lancet Psychiatry,36336489,Italy,Treatment A,Treatment C,387,487,binary,66,220,,,,,,,,48,42.5,12.7,41,59,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1327,Parker,2013,Neurology,27567349,France,Treatment C,Treatment C,245,213,continuous,,,56.8,12.1,70.9,22.5,,,,48,63.2,11.6,50,75,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA045,NRCT1328,Davis,2016,J Clin Oncol,29710985,Germany,Treatment C,Treatment A,276,791,continuous,,,52.6,21.1,46.3,17.5,,,,12,55.6,10.7,67,83,Moderate,CVD,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA046,NRCT1329,Rodriguez,2021,J Clin Oncol,33832020,USA,Treatment D,Treatment D,610,322,survival,,,,,,,0.81,0.66,0.95,48,62.2,8.7,50,78,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1330,White,2021,Neurology,31334108,USA,Treatment E,Treatment B,225,490,binary,42,236,,,,,,,,48,51.5,10.6,41,80,Mild,CVD,low,low,low,low,low,unclear,low,unclear,yes,yes,Placebo-controlled
NMA046,NRCT1331,Martinez,2017,Circulation,31194743,Italy,Treatment B,Treatment C,728,330,binary,164,92,,,,,,,,48,64.7,12.7,32,65,Mild,None,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA046,NRCT1332,Torres,2012,JAMA Dermatol,34077787,Denmark,Treatment E,Treatment D,587,709,binary,188,388,,,,,,,,36,56.9,8.7,39,75,Moderate-severe,Diabetes,low,low,low,low,unclear,low,low,unclear,no,yes,Placebo-controlled
NMA046,NRCT1333,Davis,2018,Circulation,25475172,UK,Treatment E,Treatment A,554,406,binary,319,225,,,,,,,,12,52.7,8.8,49,56,Moderate,CVD,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA046,NRCT1334,Reed,2016,Circulation,21635671,Denmark,Treatment E,Treatment D,356,296,survival,,,,,,,0.67,0.55,0.72,24,56.4,10.7,35,62,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA046,NRCT1335,Clark,2012,Lancet Neurol,33095799,Brazil,Treatment E,Treatment A,343,282,survival,,,,,,,0.99,0.86,1.11,12,56.6,14.0,43,85,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1336,Nguyen,2014,Circulation,32608482,Mexico,Treatment A,Treatment E,356,403,binary,99,79,,,,,,,,12,50.3,10.6,51,64,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1337,Lee,2015,JACC,32798507,Taiwan,Treatment D,Treatment A,360,272,survival,,,,,,,0.73,0.67,0.83,24,48.7,9.4,48,84,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA046,NRCT1338,Harris,2011,Blood,26817445,Germany,Treatment E,Treatment A,540,636,continuous,,,50.9,21.8,47.7,16.2,,,,12,64.5,12.1,42,54,Severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1339,Young,2018,Lancet Oncol,25204471,Netherlands,Treatment E,Treatment D,670,663,binary,302,386,,,,,,,,36,42.1,10.1,46,61,Moderate,CVD,unclear,low,low,low,low,low,low,unclear,no,yes,Placebo-controlled
NMA046,NRCT1340,Hill,2019,JAMA,25924474,Japan,Treatment D,Treatment C,346,735,binary,54,318,,,,,,,,48,48.4,12.6,61,65,Moderate,CVD,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA046,NRCT1341,Kelly,2022,Lancet,30525162,Italy,Treatment C,Treatment B,722,746,survival,,,,,,,0.98,0.86,1.11,12,64.5,9.6,52,63,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA046,NRCT1342,Nelson,2020,Ann Rheum Dis,34660042,Italy,Treatment A,Treatment C,771,782,binary,213,359,,,,,,,,36,50.1,9.0,51,87,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1343,Young,2018,Lancet Neurol,36071977,Germany,Treatment B,Treatment B,248,456,binary,46,91,,,,,,,,12,56.3,11.2,44,71,Mild,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1344,Evans,2015,BMJ,21165790,UK,Treatment C,Treatment E,773,376,binary,258,210,,,,,,,,48,66.8,10.2,45,55,Moderate-severe,Diabetes,low,low,low,unclear,low,low,low,unclear,yes,yes,Placebo-controlled
NMA046,NRCT1345,Parker,2021,BMJ,23980118,USA,Treatment B,Treatment D,526,762,binary,239,419,,,,,,,,48,47.5,11.8,51,74,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA046,NRCT1346,Walker,2023,JAMA,35211712,Germany,Treatment D,Treatment A,592,584,survival,,,,,,,0.87,0.73,1.04,36,61.3,12.3,56,71,Mild,Multiple,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1347,Carter,2021,Ann Rheum Dis,29003974,Belgium,Treatment C,Treatment A,392,531,binary,161,165,,,,,,,,24,43.4,10.9,58,87,Severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Head-to-head
NMA046,NRCT1348,Peterson,2017,JACC,35569101,Belgium,Treatment D,Treatment B,640,337,survival,,,,,,,1.01,0.85,1.2,12,43.6,14.0,40,81,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1349,Smith,2013,JAMA Dermatol,26254098,Canada,Treatment A,Treatment E,666,466,binary,275,204,,,,,,,,48,44.2,10.2,38,69,Moderate,None,low,low,low,low,low,low,low,low,yes,no,Placebo-controlled
NMA046,NRCT1350,Evans,2013,JAMA,21636045,France,Treatment B,Treatment C,516,776,survival,,,,,,,1.02,0.93,1.18,24,43.4,11.7,44,54,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1351,Wright,2019,Circulation,21980600,UK,Treatment C,Treatment B,208,605,binary,51,176,,,,,,,,24,51.5,9.1,51,74,Severe,HTN,low,low,low,low,low,low,low,low,no,no,Placebo-controlled
NMA046,NRCT1352,Collins,2011,Lancet Psychiatry,27202351,UK,Treatment A,Treatment D,645,575,binary,245,252,,,,,,,,48,46.2,8.9,64,86,Severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA046,NRCT1353,Miller,2010,Lancet Oncol,30149790,Spain,Treatment A,Treatment E,330,588,binary,100,338,,,,,,,,36,67.2,8.0,42,71,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA046,NRCT1354,Rogers,2018,Neurology,35441324,USA,Treatment D,Treatment E,255,625,survival,,,,,,,0.9,0.76,1.07,12,45.3,10.3,68,53,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
NMA046,NRCT1355,Collins,2023,Gut,32350181,South Korea,Treatment D,Treatment A,753,340,binary,233,180,,,,,,,,24,50.4,9.3,57,69,Moderate-severe,HTN,low,low,low,low,low,unclear,low,unclear,yes,yes,Head-to-head
NMA046,NRCT1356,Lewis,2011,Lancet Neurol,33158547,Singapore,Treatment B,Treatment D,427,707,continuous,,,50.6,12.7,57.1,17.3,,,,48,62.1,9.4,60,68,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Placebo-controlled
NMA046,NRCT1357,Reed,2018,Ann Rheum Dis,23039101,Japan,Treatment A,Treatment A,669,279,survival,,,,,,,0.91,0.81,1.0,24,60.8,11.8,43,77,Mild,Diabetes,low,low,low,low,unclear,low,low,unclear,yes,yes,Placebo-controlled
NMA046,NRCT1358,Allen,2021,J Clin Oncol,24041957,Spain,Treatment D,Treatment A,489,673,binary,87,259,,,,,,,,12,60.5,9.3,33,58,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA046,NRCT1359,King,2020,BMJ,22066111,Australia,Treatment A,Treatment E,472,243,binary,194,92,,,,,,,,24,49.9,11.2,55,57,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Placebo-controlled
NMA046,NRCT1360,Wright,2023,BMJ,25898370,South Korea,Treatment B,Treatment D,439,731,binary,225,335,,,,,,,,48,60.1,12.3,60,80,Mild,None,low,low,low,low,low,low,low,low,yes,yes,Head-to-head
