meta_analysis_id,study_id,author,year,journal,pmid,country,intervention,intervention_dose,comparator,n_intervention,n_comparator,outcome_type,events_intervention,events_comparator,mean_intervention,sd_intervention,mean_comparator,sd_comparator,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,therapeutic_area,disease_indication,intervention_class,outcome_measure
CMETA364,RCT6937,Brooks,2007,JAMA Psychiatry,17706935,Turkey,Antiepileptic agent,Standard dose,Placebo,432,574,binary,45,60,,,,,,,,36,51.2,11.4,40,61,Mild,HTN,low,low,low,low,low,low,low,low,no,yes,Neurology,Epilepsy,Antiepileptic,Primary outcome
CMETA364,RCT6938,Morris,2014,Chest,27935248,Greece,Antiepileptic agent,Standard dose,Placebo,412,470,binary,119,117,,,,,,,,24,58.1,9.3,61,81,Moderate,CKD,low,low,low,low,low,low,low,low,yes,yes,Neurology,Epilepsy,Antiepileptic,Primary outcome
CMETA364,RCT6939,Watson,2010,Lancet,22754907,Belgium,Antiepileptic agent,Standard dose,Placebo,377,234,binary,96,48,,,,,,,,48,50.4,10.2,41,57,Mild,None,low,low,low,low,unclear,low,low,unclear,no,yes,Neurology,Epilepsy,Antiepileptic,Primary outcome
CMETA364,RCT6940,Alvarez,2016,Lancet Gastroenterol Hepatol,18142139,Finland,Antiepileptic agent,Standard dose,Placebo,555,517,binary,255,228,,,,,,,,24,54.4,12.1,47,57,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Neurology,Epilepsy,Antiepileptic,Primary outcome
CMETA364,RCT6941,Green,2012,Lancet Infect Dis,26194887,Philippines,Antiepileptic agent,Standard dose,Placebo,249,208,binary,65,53,,,,,,,,36,64.3,9.6,44,68,Severe,Diabetes,high,low,low,low,low,low,low,high,yes,yes,Neurology,Epilepsy,Antiepileptic,Primary outcome
CMETA364,RCT6942,Wright,2005,Arthritis Rheumatol,21847675,China,Antiepileptic agent,Standard dose,Placebo,486,500,binary,76,109,,,,,,,,60,58.5,12.1,61,72,Mild,CVD,low,low,low,low,low,low,low,low,yes,no,Neurology,Epilepsy,Antiepileptic,Primary outcome
CMETA365,RCT6943,Bailey,2022,Ann Oncol,32112069,Austria,Antifibrotic agent,Standard dose,Placebo,459,308,binary,112,56,,,,,,,,48,55.1,13.3,72,78,Moderate,Obesity,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6944,Lewis,2008,Leukemia,22560303,Greece,Antifibrotic agent,Standard dose,Placebo,353,592,binary,195,279,,,,,,,,36,58.5,9.6,61,87,Severe,None,unclear,low,low,low,low,low,low,unclear,no,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6945,Campbell,2018,J Infect Dis,29435993,New Zealand,Antifibrotic agent,Standard dose,Active comparator,696,820,binary,301,254,,,,,,,,12,54.3,13.8,62,60,Severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6946,Jackson,2021,Neurology,29709600,Switzerland,Antifibrotic agent,Standard dose,Active comparator,301,750,binary,63,114,,,,,,,,60,59.3,13.3,60,66,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,no,no,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6947,Roberts,2014,Am J Gastroenterol,21588630,Portugal,Antifibrotic agent,Standard dose,Placebo,386,598,binary,135,266,,,,,,,,60,61.2,11.7,55,60,Moderate,HTN,low,low,low,low,low,low,low,low,no,no,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6948,Ramos,2017,Lancet Infect Dis,25643053,Indonesia,Antifibrotic agent,Standard dose,Active comparator,724,439,binary,80,78,,,,,,,,36,58.9,10.3,67,72,Severe,CKD,low,low,low,low,low,low,low,low,yes,no,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6949,Torres,2009,JAMA,26589982,Egypt,Antifibrotic agent,Standard dose,Placebo,318,866,binary,40,153,,,,,,,,60,59.3,9.1,70,77,Severe,HTN,low,low,low,unclear,low,low,low,unclear,no,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6950,Jones,2014,Chest,17362117,Finland,Antifibrotic agent,Standard dose,Active comparator,356,456,binary,124,123,,,,,,,,12,65.2,10.2,65,46,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6951,Rogers,2023,Circulation,16716404,South Korea,Antifibrotic agent,Standard dose,Placebo,443,873,binary,246,352,,,,,,,,24,56.8,12.2,65,74,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6952,Hill,2010,Lancet,29248790,Brazil,Antifibrotic agent,Standard dose,Active comparator,670,573,binary,342,216,,,,,,,,36,66.6,13.8,59,49,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6953,Ross,2007,Haematologica,16057594,Singapore,Antifibrotic agent,Standard dose,Placebo,406,848,binary,88,168,,,,,,,,24,62.1,11.4,74,57,Moderate-severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6954,Smith,2017,Lancet,21294687,Czech Republic,Antifibrotic agent,Standard dose,Placebo,737,563,binary,173,107,,,,,,,,60,58.6,11.5,62,72,Severe,Diabetes,low,low,low,low,low,low,low,low,no,no,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6955,Turner,2022,Ann Neurol,30480518,South Africa,Antifibrotic agent,Standard dose,Active comparator,491,355,binary,221,152,,,,,,,,36,58.6,13.7,56,86,Moderate,CKD,low,unclear,low,low,low,low,low,unclear,no,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6956,White,2020,Stroke,17443273,Poland,Antifibrotic agent,Standard dose,Active comparator,579,722,binary,320,352,,,,,,,,48,63.6,8.3,63,78,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6957,Ramos,2017,NEJM,31612051,Colombia,Antifibrotic agent,Standard dose,Active comparator,775,506,binary,331,177,,,,,,,,24,55.1,11.2,75,74,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6958,Miller,2009,J Clin Oncol,18029327,Sweden,Antifibrotic agent,Standard dose,Placebo,346,889,binary,43,166,,,,,,,,12,54.3,9.5,74,53,Severe,Obesity,low,low,low,low,low,low,low,low,no,no,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA365,RCT6959,Ruiz,2016,Ann Rheum Dis,30288463,Australia,Antifibrotic agent,Standard dose,Placebo,530,411,binary,65,59,,,,,,,,24,64.5,13.5,56,45,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Idiopathic pulmonary fibrosis,Antifibrotic,Primary outcome
CMETA366,RCT6960,Alvarez,2018,Am J Respir Crit Care Med,34856606,Taiwan,ICS agent,Standard dose,Active comparator,404,398,continuous,,,56.7,26.7,62.4,25.7,,,,36,63.4,13.1,60,72,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6961,Miller,2006,Gastroenterology,23196129,Peru,ICS agent,Standard dose,Placebo,772,679,continuous,,,39.5,21.1,51.0,23.0,,,,48,63.9,8.8,71,51,Moderate,CKD,low,low,low,low,low,low,low,low,no,no,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6962,Davis,2021,Ann Intern Med,34627678,Peru,ICS agent,Standard dose,Active comparator,444,656,continuous,,,40.5,21.6,45.0,22.6,,,,24,62.4,10.6,58,50,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6963,Jones,2008,Ann Oncol,29574351,Chile,ICS agent,Standard dose,Active comparator,895,574,continuous,,,55.8,17.9,65.3,17.3,,,,36,56.7,13.9,61,67,Moderate,CKD,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6964,Lopez,2022,Clin Cancer Res,23609042,Hong Kong,ICS agent,Standard dose,Placebo,505,710,continuous,,,30.9,22.7,47.5,24.3,,,,36,54.7,8.4,63,83,Severe,Diabetes,low,low,low,low,low,low,low,low,yes,no,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6965,Richardson,2009,Thorax,32718393,Portugal,ICS agent,Standard dose,Placebo,689,707,continuous,,,68.7,18.1,72.8,17.7,,,,60,66.7,11.1,61,58,Severe,CVD,low,low,unclear,low,low,low,low,unclear,yes,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6966,Jimenez,2018,Blood,26880123,Saudi Arabia,ICS agent,Standard dose,Placebo,874,489,continuous,,,24.2,12.5,41.3,13.1,,,,24,54.2,10.9,60,86,Severe,None,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6967,Gray,2021,J Clin Endocrinol Metab,22404996,Turkey,ICS agent,Standard dose,Placebo,582,584,continuous,,,49.8,21.4,64.6,23.4,,,,48,56.5,8.5,60,56,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,no,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6968,Perez,2015,JAMA,16980097,Israel,ICS agent,Standard dose,Placebo,414,811,continuous,,,31.8,19.6,45.0,22.0,,,,60,61.6,8.5,73,46,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6969,Ross,2011,Lancet Oncol,17750752,Austria,ICS agent,Standard dose,Placebo,523,715,continuous,,,72.8,17.3,76.6,16.2,,,,12,64.5,11.8,73,80,Mild,HTN,low,low,low,unclear,low,low,low,unclear,no,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6970,Richardson,2019,JAMA,24544792,Colombia,ICS agent,Standard dose,Active comparator,817,813,continuous,,,46.1,13.3,63.1,15.5,,,,36,61.9,11.8,55,76,Moderate-severe,None,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6971,Alvarez,2008,Lancet Gastroenterol Hepatol,26476649,Greece,ICS agent,Standard dose,Active comparator,720,732,continuous,,,50.7,19.1,67.7,17.3,,,,36,58.3,8.4,58,68,Moderate,Obesity,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6972,Nelson,2023,JAMA,28166349,South Korea,ICS agent,Standard dose,Placebo,435,491,continuous,,,29.2,13.2,45.5,12.6,,,,48,64.4,8.8,59,69,Severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6973,James,2022,Lancet Respir Med,20146184,Norway,ICS agent,Standard dose,Placebo,337,674,continuous,,,56.9,14.1,75.8,14.6,,,,36,66.1,9.6,70,64,Mild,Diabetes,low,low,low,low,low,unclear,low,unclear,no,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6974,Scott,2005,Lancet Respir Med,24612413,Greece,ICS agent,Standard dose,Active comparator,591,860,continuous,,,70.2,11.1,77.1,12.2,,,,60,55.7,13.6,65,87,Moderate,CKD,low,low,low,low,low,unclear,low,unclear,no,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6975,Rogers,2009,Ann Oncol,35333892,Brazil,ICS agent,Standard dose,Placebo,551,380,continuous,,,63.1,25.8,78.2,27.7,,,,48,66.7,9.0,58,79,Moderate,HTN,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6976,Ruiz,2009,JAMA Psychiatry,19864543,Germany,ICS agent,Standard dose,Placebo,481,335,continuous,,,30.9,21.0,49.7,21.0,,,,24,65.6,11.3,64,54,Severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6977,Ortiz,2012,J Clin Oncol,16333157,UAE,ICS agent,Standard dose,Placebo,815,721,continuous,,,39.6,15.6,55.3,15.5,,,,36,58.4,10.1,61,74,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6978,Miller,2023,Neurology,16691242,Brazil,ICS agent,Standard dose,Placebo,656,338,continuous,,,49.0,16.7,67.0,15.5,,,,24,52.7,8.2,69,83,Severe,Obesity,low,low,low,low,low,low,low,low,no,no,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6979,Gray,2012,Pain,31788784,Taiwan,ICS agent,Standard dose,Active comparator,567,551,continuous,,,47.5,18.3,51.2,17.4,,,,36,63.3,10.2,72,67,Moderate,CVD,low,low,low,low,low,low,low,low,no,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA366,RCT6980,Flores,2011,Rheumatology,28325651,UAE,ICS agent,Standard dose,Active comparator,393,335,continuous,,,52.2,23.5,67.1,23.6,,,,60,54.7,13.2,58,60,Severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Pulmonology,Pulmonary hypertension,ICS,Primary outcome
CMETA367,RCT6981,Sanders,2010,Thorax,20911445,Taiwan,Antiviral agent,Standard dose,Active comparator,491,261,continuous,,,61.9,22.6,78.0,22.3,,,,12,57.4,10.7,59,48,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,no,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6982,Parker,2008,Lancet,29277617,South Korea,Antiviral agent,Standard dose,Active comparator,321,239,continuous,,,52.5,23.1,63.3,21.3,,,,48,48.5,13.9,58,62,Moderate-severe,Diabetes,low,low,low,low,low,high,low,high,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6983,Thompson,2012,JAMA Psychiatry,22325468,Canada,Antiviral agent,Standard dose,Placebo,328,309,continuous,,,46.2,24.6,57.3,24.3,,,,24,44.8,12.3,44,58,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6984,Garcia,2018,Ann Rheum Dis,27114432,Indonesia,Antiviral agent,Standard dose,Placebo,368,250,continuous,,,43.0,25.9,51.7,26.6,,,,36,60.0,11.7,62,52,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6985,Harris,2018,JAMA,35051692,Italy,Antiviral agent,Standard dose,Placebo,222,496,continuous,,,66.3,23.9,75.2,24.7,,,,12,62.5,12.0,62,72,Moderate,CKD,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6986,Johnson,2016,Cancer,21187135,Indonesia,Antiviral agent,Standard dose,Placebo,203,495,continuous,,,40.7,18.2,53.5,17.0,,,,60,41.1,12.0,51,55,Moderate-severe,CKD,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6987,King,2013,Lancet Neurol,31309345,Argentina,Antiviral agent,Standard dose,Placebo,494,463,continuous,,,36.3,13.4,47.0,12.5,,,,60,64.1,13.6,43,52,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6988,Torres,2010,JAMA,19319320,Denmark,Antiviral agent,Standard dose,Placebo,182,268,continuous,,,35.1,19.3,40.9,22.1,,,,24,42.3,8.4,51,79,Moderate,HTN,low,low,low,low,low,low,low,low,yes,no,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6989,Sanders,2016,Lancet,33857910,South Korea,Antiviral agent,Standard dose,Placebo,202,249,continuous,,,42.4,24.2,52.9,22.1,,,,12,62.5,8.8,47,54,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6990,Ross,2017,Br J Cancer,33497969,Brazil,Antiviral agent,Standard dose,Placebo,477,491,continuous,,,71.0,15.8,74.4,15.1,,,,60,50.0,8.0,60,57,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6991,White,2017,Gastroenterology,27302189,Belgium,Antiviral agent,Standard dose,Active comparator,333,352,continuous,,,44.8,21.5,53.3,23.7,,,,60,39.5,11.8,56,69,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6992,Ramirez,2022,J Clin Oncol,18700709,Colombia,Antiviral agent,Standard dose,Placebo,497,455,continuous,,,59.6,13.3,67.2,12.8,,,,60,49.6,11.9,60,69,Mild,HTN,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6993,Ross,2020,Neurology,27967260,China,Antiviral agent,Standard dose,Active comparator,493,291,continuous,,,71.3,13.2,76.4,12.8,,,,12,48.7,8.3,55,62,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6994,Wright,2005,Clin Cancer Res,30235444,Mexico,Antiviral agent,Standard dose,Placebo,409,441,continuous,,,60.7,12.6,69.6,13.3,,,,48,65.5,10.9,48,72,Moderate-severe,CKD,high,low,low,low,low,low,low,high,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6995,Sanchez,2014,Chest,23285561,Italy,Antiviral agent,Standard dose,Placebo,367,295,continuous,,,48.1,16.2,63.6,15.3,,,,12,56.0,9.9,49,56,Moderate,HTN,low,low,low,low,low,low,high,high,yes,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6996,Rodriguez,2016,Ann Neurol,27992579,Japan,Antiviral agent,Standard dose,Active comparator,268,293,continuous,,,47.5,20.7,51.0,22.7,,,,12,45.9,11.5,59,72,Mild,CVD,low,low,low,unclear,low,low,low,unclear,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6997,Jones,2008,Am J Gastroenterol,18263758,Spain,Antiviral agent,Standard dose,Placebo,259,477,continuous,,,42.9,21.8,56.6,24.2,,,,12,54.2,12.3,46,78,Severe,Obesity,low,low,low,low,low,low,low,low,no,no,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6998,Wilson,2013,J Pain,33106488,Indonesia,Antiviral agent,Standard dose,Placebo,314,359,continuous,,,39.5,20.7,48.8,18.5,,,,60,39.9,12.9,43,59,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT6999,Patel,2007,Neurology,33975970,New Zealand,Antiviral agent,Standard dose,Active comparator,442,199,continuous,,,58.1,21.9,61.4,21.2,,,,48,53.4,11.6,60,81,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT7000,Evans,2008,Cancer,33575512,Venezuela,Antiviral agent,Standard dose,Active comparator,270,185,continuous,,,38.0,14.4,43.4,15.9,,,,24,51.2,13.9,46,71,Moderate,Obesity,high,low,low,low,low,low,low,high,yes,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT7001,Ross,2018,Clin Cancer Res,35741583,Finland,Antiviral agent,Standard dose,Placebo,288,211,continuous,,,56.8,13.5,60.0,15.4,,,,12,52.0,10.1,43,67,Severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT7002,Cooper,2012,NEJM,26974320,Italy,Antiviral agent,Standard dose,Placebo,370,346,continuous,,,42.3,26.7,61.0,23.7,,,,60,66.8,10.3,53,53,Moderate-severe,Diabetes+HTN,low,low,low,low,low,unclear,low,unclear,no,yes,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA367,RCT7003,Allen,2017,Lancet Gastroenterol Hepatol,22697935,UAE,Antiviral agent,Standard dose,Placebo,187,328,continuous,,,59.7,20.6,71.8,22.8,,,,24,66.6,12.3,57,84,Mild,Obesity,low,low,low,low,low,low,unclear,unclear,yes,no,Infectious disease,Urinary tract infection,Antiviral,Primary outcome
CMETA368,RCT7004,Campbell,2007,Lancet Respir Med,30355734,Italy,Antibiotic agent,Standard dose,Placebo,342,215,continuous,,,39.3,23.1,50.3,20.8,,,,36,53.9,11.3,55,66,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Hepatitis B,Antibiotic,Primary outcome
CMETA368,RCT7005,Collins,2009,Lancet Psychiatry,24659337,India,Antibiotic agent,Standard dose,Placebo,247,205,continuous,,,69.1,27.9,73.7,27.0,,,,36,40.2,12.1,56,69,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Infectious disease,Hepatitis B,Antibiotic,Primary outcome
CMETA368,RCT7006,Scott,2009,J Clin Oncol,26104604,India,Antibiotic agent,Standard dose,Placebo,342,489,continuous,,,68.8,17.5,73.9,17.1,,,,12,39.3,11.9,43,85,Mild,HTN,low,low,high,low,low,low,low,high,yes,no,Infectious disease,Hepatitis B,Antibiotic,Primary outcome
CMETA368,RCT7007,Brown,2011,Diabetes Care,17643836,Sweden,Antibiotic agent,Standard dose,Placebo,339,316,continuous,,,65.9,19.4,75.4,17.7,,,,60,46.9,12.3,45,45,Severe,Obesity,low,unclear,low,low,low,low,low,unclear,yes,yes,Infectious disease,Hepatitis B,Antibiotic,Primary outcome
CMETA368,RCT7008,Rivera,2022,Br J Cancer,21956345,Greece,Antibiotic agent,Standard dose,Placebo,357,366,continuous,,,67.1,18.3,73.7,17.8,,,,24,65.0,10.1,47,53,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Hepatitis B,Antibiotic,Primary outcome
CMETA368,RCT7009,Young,2006,Circulation,31994532,Netherlands,Antibiotic agent,Standard dose,Placebo,438,263,continuous,,,40.3,23.5,59.5,27.5,,,,12,51.3,10.3,61,48,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,no,Infectious disease,Hepatitis B,Antibiotic,Primary outcome
CMETA368,RCT7010,Ward,2018,Gut,27352196,South Korea,Antibiotic agent,Standard dose,Placebo,242,258,continuous,,,48.0,21.2,59.2,24.9,,,,12,65.6,13.9,44,60,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Infectious disease,Hepatitis B,Antibiotic,Primary outcome
CMETA368,RCT7011,Price,2009,Ann Oncol,33217752,Philippines,Antibiotic agent,Standard dose,Placebo,285,477,continuous,,,56.0,26.6,71.0,26.9,,,,24,56.9,13.2,44,88,Moderate-severe,HTN,low,low,low,low,unclear,low,low,unclear,no,no,Infectious disease,Hepatitis B,Antibiotic,Primary outcome
CMETA369,RCT7012,Garcia,2009,J Infect Dis,19435340,Argentina,Metformin agent,Standard dose,Placebo,622,1052,binary,350,493,,,,,,,,60,60.5,12.3,44,83,Moderate-severe,CVD,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7013,Adams,2019,Clin Cancer Res,21938044,Thailand,Metformin agent,Standard dose,Active comparator,751,885,binary,310,426,,,,,,,,60,57.6,11.5,51,66,Moderate,COPD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7014,Cox,2006,Gastroenterology,31954627,India,Metformin agent,Standard dose,Placebo,1160,1040,binary,406,437,,,,,,,,24,56.9,8.2,49,49,Severe,COPD,low,low,low,low,low,unclear,low,unclear,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7015,Mitchell,2020,Lancet Gastroenterol Hepatol,20874929,UK,Metformin agent,Standard dose,Placebo,978,1073,binary,284,242,,,,,,,,60,63.6,11.3,51,50,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7016,Hill,2023,Lancet Neurol,18037470,Israel,Metformin agent,Standard dose,Placebo,1039,636,binary,120,113,,,,,,,,36,58.8,13.0,43,56,Mild,COPD,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7017,Gray,2022,Eur Heart J,31032969,UK,Metformin agent,Standard dose,Active comparator,490,1022,binary,99,298,,,,,,,,36,52.0,8.4,48,71,Moderate-severe,COPD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7018,Brown,2014,Lancet Psychiatry,35603189,Venezuela,Metformin agent,Standard dose,Placebo,1190,1075,binary,341,369,,,,,,,,12,57.2,13.0,58,71,Severe,None,low,low,low,low,low,low,low,low,yes,no,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7019,Hughes,2011,J Pain,21332873,China,Metformin agent,Standard dose,Active comparator,669,575,binary,65,75,,,,,,,,48,56.8,13.0,45,79,Mild,Multiple,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7020,Brown,2021,Eur Heart J,36828141,Argentina,Metformin agent,Standard dose,Active comparator,582,490,binary,349,227,,,,,,,,48,55.0,9.1,43,84,Mild,Diabetes,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7021,Rivera,2013,BMJ,25506668,Belgium,Metformin agent,Standard dose,Placebo,798,871,binary,103,127,,,,,,,,60,61.4,9.4,42,73,Mild,None,low,low,low,low,low,low,low,low,yes,no,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7022,Price,2023,Lancet,32857866,UAE,Metformin agent,Standard dose,Active comparator,670,937,binary,150,177,,,,,,,,60,53.5,13.8,45,74,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7023,Morgan,2019,Lancet Psychiatry,35626835,Greece,Metformin agent,Standard dose,Active comparator,801,795,binary,345,367,,,,,,,,12,62.5,8.3,44,76,Moderate-severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
