meta_id,cochrane_id,review_title,comparison,outcome,intervention,control,n_studies,n_participants,pooled_effect_type,pooled_effect,ci_lower,ci_upper,p_value,i_squared,tau_squared,heterogeneity_p,model_type,subgroup_analysis,sensitivity_analysis,publication_bias_assessed,rob_overall,certainty_grade,year_updated,therapeutic_area
CMETA354,CD843090,Systematic review 354,Intervention vs comparator,Clinical response,Active treatment,Standard care,19,4992,Risk Ratio,0.96,0.57,1.39,0.114,30,0.053,0.416,Random,Yes,Yes,Yes,High,Low,2018,Cardiology
CMETA355,CD638513,Systematic review 355,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,29,5117,Odds Ratio,0.89,0.8,1.5,0.095,37,0.057,0.144,Random,Yes,Yes,No,Unclear,Moderate,2018,Rheumatology
CMETA356,CD987773,Systematic review 356,Intervention vs comparator,Mortality,Active treatment,Standard care,13,4989,Mean Difference,1.25,0.55,1.12,0.016,21,0.116,0.558,Fixed,No,Yes,Yes,Unclear,Low,2021,Oncology
CMETA357,CD367203,Systematic review 357,Intervention vs comparator,Clinical response,Active treatment,Standard care,27,3182,Odds Ratio,0.69,0.76,1.39,0.108,36,0.08,0.125,Random,No,No,Yes,Low,High,2018,Neurology
CMETA358,CD380633,Systematic review 358,Intervention vs comparator,Clinical response,Active treatment,Placebo,30,6099,Mean Difference,0.88,0.76,1.44,0.069,50,0.071,0.293,Fixed,No,Yes,No,Unclear,Moderate,2015,Neurology
CMETA359,CD946013,Systematic review 359,Intervention vs comparator,Disease progression,Active treatment,Placebo,25,1407,Odds Ratio,0.83,0.66,1.07,0.003,69,0.047,0.842,Fixed,Yes,Yes,Yes,Unclear,High,2018,Gastroenterology
CMETA360,CD665746,Systematic review 360,Intervention vs comparator,Disease progression,Active treatment,Standard care,18,3680,Mean Difference,1.33,0.65,1.14,0.104,54,0.089,0.8,Fixed,Yes,Yes,Yes,Low,Moderate,2016,Oncology
CMETA361,CD606217,Systematic review 361,Intervention vs comparator,Disease progression,Active treatment,Standard care,24,5516,Mean Difference,1.12,0.52,1.11,0.105,20,0.143,0.32,Fixed,Yes,Yes,No,Unclear,Moderate,2019,Cardiology
CMETA362,CD891595,Systematic review 362,Intervention vs comparator,Clinical response,Active treatment,Standard care,32,5456,Risk Ratio,1.23,0.82,1.33,0.114,75,0.132,0.526,Random,Yes,Yes,Yes,Low,Moderate,2016,Oncology
CMETA363,CD624771,Systematic review 363,Intervention vs comparator,Clinical response,Active treatment,Standard care,32,3607,Hazard Ratio,1.31,0.83,1.52,0.076,21,0.091,0.731,Fixed,Yes,No,Yes,High,Low,2015,Rheumatology
CMETA364,CD907943,Systematic review 364,Intervention vs comparator,Clinical response,Active treatment,Standard care,29,6959,Odds Ratio,0.91,0.54,1.62,0.091,15,0.011,0.736,Random,No,Yes,Yes,Low,Moderate,2021,Rheumatology
CMETA365,CD865954,Systematic review 365,Intervention vs comparator,Mortality,Active treatment,Placebo,28,3642,Hazard Ratio,0.84,0.58,1.64,0.063,42,0.056,0.343,Random,No,No,No,High,Moderate,2022,Endocrinology
CMETA366,CD663041,Systematic review 366,Intervention vs comparator,Disease progression,Active treatment,Standard care,27,1520,Mean Difference,0.82,0.83,1.6,0.104,35,0.063,0.324,Random,Yes,No,No,Low,Moderate,2020,Gastroenterology
CMETA367,CD651971,Systematic review 367,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,9,3013,Mean Difference,1.34,0.73,1.34,0.032,45,0.142,0.463,Random,Yes,No,Yes,Unclear,Moderate,2021,Endocrinology
CMETA368,CD829748,Systematic review 368,Intervention vs comparator,Disease progression,Active treatment,Standard care,34,6301,Risk Ratio,1.1,0.84,1.45,0.031,58,0.147,0.446,Random,Yes,Yes,No,Low,High,2022,Cardiology
CMETA369,CD666627,Systematic review 369,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,31,3316,Hazard Ratio,1.06,0.56,1.32,0.054,24,0.024,0.793,Random,No,Yes,Yes,Low,Low,2021,Cardiology
CMETA370,CD255075,Systematic review 370,Intervention vs comparator,Disease progression,Active treatment,Placebo,32,5118,Risk Ratio,1.05,0.85,1.5,0.144,55,0.133,0.6,Random,No,Yes,Yes,Low,Moderate,2022,Neurology
CMETA371,CD540751,Systematic review 371,Intervention vs comparator,Disease progression,Active treatment,Placebo,16,7554,Mean Difference,1.3,0.55,1.51,0.111,32,0.074,0.128,Random,No,Yes,No,Unclear,Moderate,2021,Neurology
CMETA372,CD726226,Systematic review 372,Intervention vs comparator,Mortality,Active treatment,Standard care,23,2879,Mean Difference,0.96,0.59,1.25,0.133,58,0.102,0.405,Random,Yes,Yes,Yes,High,Low,2017,Cardiology
CMETA373,CD679579,Systematic review 373,Intervention vs comparator,Disease progression,Active treatment,Placebo,15,4185,Odds Ratio,0.94,0.82,1.3,0.105,63,0.08,0.326,Fixed,Yes,Yes,No,Low,Moderate,2018,Gastroenterology
CMETA374,CD515632,Systematic review 374,Intervention vs comparator,Mortality,Active treatment,Standard care,35,7649,Mean Difference,0.87,0.72,1.4,0.07,68,0.137,0.203,Fixed,No,Yes,Yes,Unclear,Low,2020,Endocrinology
CMETA375,CD224948,Systematic review 375,Intervention vs comparator,Disease progression,Active treatment,Standard care,11,7285,Mean Difference,1.23,0.53,1.57,0.003,22,0.073,0.244,Fixed,Yes,Yes,No,Low,Low,2021,Pulmonology
CMETA376,CD743513,Systematic review 376,Intervention vs comparator,Disease progression,Active treatment,Standard care,31,2633,Odds Ratio,1.27,0.51,1.26,0.105,61,0.089,0.819,Random,Yes,No,Yes,Low,Low,2022,Neurology
CMETA377,CD535794,Systematic review 377,Intervention vs comparator,Clinical response,Active treatment,Placebo,29,3197,Hazard Ratio,0.97,0.55,1.44,0.025,36,0.101,0.838,Fixed,No,No,Yes,Low,Moderate,2015,Psychiatry
CMETA378,CD680531,Systematic review 378,Intervention vs comparator,Mortality,Active treatment,Placebo,32,3883,Mean Difference,0.84,0.82,1.58,0.054,75,0.066,0.165,Random,Yes,No,Yes,Unclear,High,2023,Rheumatology
CMETA379,CD943982,Systematic review 379,Intervention vs comparator,Mortality,Active treatment,Standard care,22,6230,Risk Ratio,1.2,0.83,1.56,0.113,25,0.091,0.495,Fixed,Yes,Yes,Yes,Low,Moderate,2018,Cardiology
CMETA380,CD953615,Systematic review 380,Intervention vs comparator,Mortality,Active treatment,Placebo,31,5430,Odds Ratio,1.23,0.58,1.43,0.068,68,0.137,0.214,Fixed,Yes,Yes,Yes,Unclear,High,2018,Gastroenterology
CMETA381,CD909622,Systematic review 381,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,10,2878,Mean Difference,0.86,0.55,1.4,0.033,52,0.01,0.579,Random,Yes,No,Yes,Low,Moderate,2021,Endocrinology
CMETA382,CD264704,Systematic review 382,Intervention vs comparator,Mortality,Active treatment,Placebo,14,7866,Odds Ratio,1.19,0.77,1.55,0.106,62,0.103,0.571,Fixed,Yes,Yes,No,Low,High,2019,Gastroenterology
CMETA383,CD757483,Systematic review 383,Intervention vs comparator,Clinical response,Active treatment,Standard care,24,3886,Hazard Ratio,0.68,0.52,1.34,0.109,28,0.069,0.173,Random,No,No,Yes,Low,Moderate,2018,Pulmonology
CMETA384,CD490708,Systematic review 384,Intervention vs comparator,Disease progression,Active treatment,Placebo,31,7820,Hazard Ratio,0.77,0.79,1.52,0.118,46,0.082,0.087,Random,Yes,Yes,Yes,Unclear,Low,2015,Pulmonology
CMETA385,CD536858,Systematic review 385,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,12,1660,Odds Ratio,0.97,0.64,1.46,0.078,24,0.085,0.141,Fixed,Yes,No,Yes,Unclear,Moderate,2022,Oncology
CMETA386,CD431565,Systematic review 386,Intervention vs comparator,Disease progression,Active treatment,Standard care,22,7244,Hazard Ratio,1.21,0.72,1.23,0.062,20,0.144,0.643,Fixed,No,Yes,Yes,Low,High,2016,Pulmonology
CMETA387,CD148520,Systematic review 387,Intervention vs comparator,Clinical response,Active treatment,Standard care,27,7830,Odds Ratio,0.83,0.57,1.27,0.061,38,0.043,0.661,Random,Yes,Yes,No,Unclear,Low,2015,Rheumatology
CMETA388,CD532830,Systematic review 388,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,25,7165,Odds Ratio,1.06,0.84,1.33,0.043,43,0.141,0.611,Random,Yes,Yes,Yes,High,High,2023,Rheumatology
CMETA389,CD589210,Systematic review 389,Intervention vs comparator,Mortality,Active treatment,Placebo,35,5291,Odds Ratio,1.04,0.57,1.54,0.003,27,0.042,0.098,Random,Yes,Yes,Yes,High,Low,2015,Gastroenterology
CMETA390,CD484772,Systematic review 390,Intervention vs comparator,Disease progression,Active treatment,Placebo,11,5388,Odds Ratio,1.04,0.64,1.59,0.101,19,0.104,0.356,Random,No,Yes,No,Unclear,High,2016,Psychiatry
CMETA391,CD566146,Systematic review 391,Intervention vs comparator,Disease progression,Active treatment,Standard care,27,1272,Risk Ratio,1.15,0.82,1.09,0.014,35,0.114,0.475,Random,Yes,No,Yes,Low,High,2016,Psychiatry
CMETA392,CD316132,Systematic review 392,Intervention vs comparator,Clinical response,Active treatment,Standard care,30,1204,Hazard Ratio,0.95,0.71,1.17,0.112,15,0.027,0.542,Fixed,No,Yes,No,Low,Moderate,2022,Cardiology
CMETA393,CD831665,Systematic review 393,Intervention vs comparator,Mortality,Active treatment,Placebo,24,2981,Odds Ratio,0.98,0.79,1.24,0.117,25,0.088,0.774,Random,Yes,No,Yes,High,Moderate,2020,Endocrinology
CMETA394,CD184014,Systematic review 394,Intervention vs comparator,Disease progression,Active treatment,Standard care,15,5047,Odds Ratio,1.17,0.82,1.28,0.132,15,0.113,0.37,Random,Yes,No,Yes,Low,Moderate,2015,Psychiatry
CMETA395,CD105824,Systematic review 395,Intervention vs comparator,Clinical response,Active treatment,Placebo,30,1013,Mean Difference,0.89,0.57,1.09,0.052,49,0.135,0.46,Random,No,Yes,Yes,Low,High,2015,Cardiology
CMETA396,CD936024,Systematic review 396,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,29,5865,Odds Ratio,0.77,0.54,1.63,0.122,19,0.072,0.507,Random,Yes,Yes,Yes,Unclear,Moderate,2018,Oncology
CMETA397,CD982880,Systematic review 397,Intervention vs comparator,Mortality,Active treatment,Standard care,17,2705,Hazard Ratio,1.22,0.79,1.46,0.011,30,0.067,0.232,Random,No,Yes,Yes,High,Moderate,2017,Psychiatry
CMETA398,CD439599,Systematic review 398,Intervention vs comparator,Clinical response,Active treatment,Standard care,34,7604,Mean Difference,0.65,0.61,1.09,0.135,62,0.148,0.831,Fixed,Yes,No,Yes,Low,High,2018,Pulmonology
CMETA399,CD261008,Systematic review 399,Intervention vs comparator,Mortality,Active treatment,Placebo,13,4453,Hazard Ratio,1.17,0.59,1.16,0.091,52,0.083,0.66,Random,No,Yes,Yes,Low,Moderate,2020,Neurology
CMETA400,CD228382,Systematic review 400,Intervention vs comparator,Clinical response,Active treatment,Placebo,26,3310,Mean Difference,1.3,0.76,1.37,0.048,15,0.052,0.478,Random,Yes,No,Yes,Low,Moderate,2016,Cardiology
CMETA401,CD643392,Systematic review 401,Intervention vs comparator,Clinical response,Active treatment,Standard care,28,7303,Risk Ratio,1.27,0.55,1.38,0.014,50,0.047,0.332,Fixed,No,Yes,No,Low,Moderate,2020,Rheumatology
CMETA402,CD281080,Systematic review 402,Intervention vs comparator,Clinical response,Active treatment,Standard care,13,4233,Hazard Ratio,1.1,0.83,1.06,0.005,55,0.075,0.668,Fixed,Yes,Yes,Yes,Low,Moderate,2018,Rheumatology
CMETA403,CD238748,Systematic review 403,Intervention vs comparator,Clinical response,Active treatment,Placebo,34,4492,Mean Difference,0.66,0.63,1.56,0.105,27,0.116,0.564,Random,No,No,No,Low,Moderate,2016,Rheumatology
CMETA404,CD649531,Systematic review 404,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,26,2278,Odds Ratio,0.83,0.66,1.59,0.084,25,0.022,0.85,Random,No,Yes,Yes,High,Moderate,2015,Cardiology
CMETA405,CD443264,Systematic review 405,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,32,7474,Risk Ratio,0.88,0.8,1.3,0.057,65,0.115,0.335,Fixed,Yes,Yes,Yes,Low,Moderate,2023,Cardiology
CMETA406,CD443772,Systematic review 406,Intervention vs comparator,Disease progression,Active treatment,Standard care,29,892,Risk Ratio,0.82,0.69,1.45,0.049,20,0.015,0.281,Random,No,No,Yes,Low,Moderate,2015,Rheumatology
CMETA407,CD910424,Systematic review 407,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,24,1770,Hazard Ratio,0.88,0.53,1.65,0.108,16,0.092,0.227,Random,Yes,No,No,Low,Moderate,2023,Rheumatology
CMETA408,CD825471,Systematic review 408,Intervention vs comparator,Disease progression,Active treatment,Standard care,26,7280,Hazard Ratio,0.88,0.72,1.06,0.055,36,0.109,0.517,Random,No,No,No,Low,Moderate,2019,Endocrinology
CMETA409,CD271905,Systematic review 409,Intervention vs comparator,Disease progression,Active treatment,Placebo,25,4086,Hazard Ratio,0.99,0.51,1.4,0.036,56,0.092,0.776,Random,Yes,Yes,No,Low,Low,2018,Pulmonology
CMETA410,CD251662,Systematic review 410,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,35,1807,Hazard Ratio,1.14,0.63,1.45,0.107,46,0.03,0.498,Random,No,Yes,No,Unclear,High,2020,Pulmonology
CMETA411,CD811505,Systematic review 411,Intervention vs comparator,Disease progression,Active treatment,Placebo,12,3444,Odds Ratio,0.8,0.65,1.15,0.064,44,0.072,0.39,Fixed,Yes,Yes,No,Low,High,2017,Psychiatry
CMETA412,CD250506,Systematic review 412,Intervention vs comparator,Mortality,Active treatment,Placebo,17,7964,Mean Difference,1.07,0.75,1.15,0.098,49,0.099,0.106,Random,No,Yes,Yes,Unclear,High,2018,Gastroenterology
CMETA413,CD260512,Systematic review 413,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,10,1145,Odds Ratio,0.83,0.74,1.13,0.084,47,0.144,0.069,Random,Yes,Yes,Yes,Low,Moderate,2020,Gastroenterology
CMETA414,CD228094,Systematic review 414,Intervention vs comparator,Disease progression,Active treatment,Placebo,17,918,Odds Ratio,1.21,0.74,1.35,0.127,25,0.011,0.232,Fixed,No,Yes,No,Unclear,High,2019,Psychiatry
CMETA415,CD183068,Systematic review 415,Intervention vs comparator,Clinical response,Active treatment,Standard care,33,6854,Mean Difference,0.85,0.66,1.55,0.078,72,0.022,0.729,Random,Yes,Yes,Yes,Low,Moderate,2023,Psychiatry
CMETA416,CD530748,Systematic review 416,Intervention vs comparator,Disease progression,Active treatment,Standard care,29,7492,Odds Ratio,1.16,0.7,1.41,0.145,75,0.024,0.455,Random,No,Yes,No,High,Moderate,2022,Endocrinology
CMETA417,CD199020,Systematic review 417,Intervention vs comparator,Disease progression,Active treatment,Placebo,26,6300,Hazard Ratio,0.95,0.63,1.4,0.112,56,0.125,0.483,Random,Yes,Yes,No,High,High,2020,Rheumatology
CMETA418,CD682397,Systematic review 418,Intervention vs comparator,Disease progression,Active treatment,Standard care,16,2927,Mean Difference,1.1,0.75,1.57,0.018,69,0.072,0.399,Random,No,Yes,Yes,High,High,2015,Cardiology
CMETA419,CD847629,Systematic review 419,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,31,3161,Hazard Ratio,1.31,0.85,1.32,0.07,73,0.126,0.537,Random,Yes,No,Yes,High,Moderate,2020,Cardiology
CMETA420,CD988063,Systematic review 420,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,21,2789,Odds Ratio,0.85,0.77,1.6,0.051,19,0.086,0.271,Fixed,Yes,Yes,Yes,Low,Moderate,2015,Rheumatology
CMETA421,CD966403,Systematic review 421,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,19,1770,Hazard Ratio,0.91,0.67,1.07,0.047,46,0.091,0.809,Random,No,No,No,Low,Low,2018,Cardiology
CMETA422,CD778013,Systematic review 422,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,30,3926,Hazard Ratio,0.82,0.75,1.32,0.14,35,0.033,0.794,Random,No,No,Yes,Unclear,High,2019,Psychiatry
CMETA423,CD646902,Systematic review 423,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,24,2435,Risk Ratio,1.06,0.84,1.62,0.029,27,0.021,0.725,Fixed,Yes,No,Yes,High,Moderate,2022,Cardiology
CMETA424,CD237688,Systematic review 424,Intervention vs comparator,Mortality,Active treatment,Standard care,15,3760,Risk Ratio,0.95,0.65,1.19,0.087,55,0.089,0.497,Random,Yes,No,No,Low,Moderate,2020,Rheumatology
CMETA425,CD937325,Systematic review 425,Intervention vs comparator,Clinical response,Active treatment,Placebo,18,1202,Odds Ratio,0.74,0.84,1.23,0.032,45,0.09,0.747,Fixed,Yes,Yes,No,Low,Moderate,2018,Oncology
CMETA426,CD240761,Systematic review 426,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,13,3873,Risk Ratio,1.21,0.58,1.19,0.052,21,0.059,0.44,Fixed,No,Yes,Yes,Unclear,High,2017,Neurology
CMETA427,CD300762,Systematic review 427,Intervention vs comparator,Disease progression,Active treatment,Placebo,35,5281,Hazard Ratio,0.97,0.61,1.36,0.142,46,0.102,0.66,Random,Yes,Yes,No,Low,High,2017,Gastroenterology
CMETA428,CD986395,Systematic review 428,Intervention vs comparator,Disease progression,Active treatment,Placebo,13,3885,Mean Difference,0.71,0.65,1.45,0.023,50,0.06,0.084,Fixed,No,No,No,Low,High,2019,Rheumatology
CMETA429,CD267649,Systematic review 429,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,11,5663,Hazard Ratio,1.35,0.69,1.43,0.019,56,0.023,0.532,Random,No,Yes,Yes,High,Moderate,2021,Gastroenterology
CMETA430,CD687025,Systematic review 430,Intervention vs comparator,Mortality,Active treatment,Placebo,27,7309,Mean Difference,1.29,0.82,1.26,0.063,28,0.116,0.076,Random,Yes,Yes,Yes,Low,Moderate,2018,Rheumatology
CMETA431,CD825082,Systematic review 431,Intervention vs comparator,Disease progression,Active treatment,Standard care,17,1436,Risk Ratio,1.01,0.51,1.14,0.109,45,0.063,0.615,Random,Yes,Yes,Yes,Unclear,Moderate,2022,Psychiatry
CMETA432,CD683921,Systematic review 432,Intervention vs comparator,Disease progression,Active treatment,Standard care,20,7571,Mean Difference,1.06,0.56,1.14,0.085,33,0.127,0.426,Random,No,Yes,Yes,Low,Low,2016,Oncology
CMETA433,CD467879,Systematic review 433,Intervention vs comparator,Mortality,Active treatment,Placebo,21,4858,Mean Difference,1.18,0.84,1.46,0.05,34,0.062,0.292,Fixed,No,No,No,Low,Low,2022,Psychiatry
CMETA434,CD394613,Systematic review 434,Intervention vs comparator,Clinical response,Active treatment,Placebo,31,7249,Hazard Ratio,0.85,0.77,1.17,0.055,53,0.1,0.361,Random,No,No,Yes,High,High,2015,Endocrinology
CMETA435,CD860200,Systematic review 435,Intervention vs comparator,Mortality,Active treatment,Placebo,23,2362,Odds Ratio,0.76,0.62,1.25,0.006,41,0.125,0.668,Fixed,Yes,Yes,Yes,Unclear,Moderate,2019,Pulmonology
CMETA436,CD541484,Systematic review 436,Intervention vs comparator,Disease progression,Active treatment,Standard care,15,2516,Hazard Ratio,0.74,0.51,1.26,0.096,44,0.1,0.2,Random,Yes,Yes,Yes,Unclear,Low,2016,Gastroenterology
CMETA437,CD594646,Systematic review 437,Intervention vs comparator,Disease progression,Active treatment,Standard care,26,6535,Mean Difference,1.33,0.83,1.1,0.13,28,0.075,0.144,Fixed,Yes,No,Yes,Low,High,2021,Cardiology
CMETA438,CD335544,Systematic review 438,Intervention vs comparator,Disease progression,Active treatment,Standard care,14,1038,Mean Difference,0.66,0.64,1.35,0.055,30,0.098,0.115,Random,Yes,Yes,Yes,Low,Moderate,2017,Psychiatry
CMETA439,CD358228,Systematic review 439,Intervention vs comparator,Disease progression,Active treatment,Placebo,33,1831,Risk Ratio,1.26,0.56,1.45,0.079,18,0.123,0.091,Fixed,Yes,No,Yes,Unclear,Low,2018,Gastroenterology
CMETA440,CD131652,Systematic review 440,Intervention vs comparator,Mortality,Active treatment,Standard care,24,2620,Odds Ratio,0.9,0.83,1.1,0.021,22,0.016,0.248,Random,No,No,No,Low,Low,2019,Cardiology
CMETA441,CD901294,Systematic review 441,Intervention vs comparator,Mortality,Active treatment,Placebo,31,7746,Odds Ratio,0.82,0.62,1.63,0.135,45,0.026,0.28,Random,Yes,Yes,Yes,Low,Moderate,2019,Pulmonology
CMETA442,CD698433,Systematic review 442,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,20,3290,Mean Difference,0.87,0.56,1.44,0.132,47,0.062,0.475,Random,No,Yes,No,Low,Low,2022,Psychiatry
CMETA443,CD314718,Systematic review 443,Intervention vs comparator,Disease progression,Active treatment,Placebo,15,4332,Mean Difference,1.27,0.66,1.37,0.041,18,0.118,0.1,Fixed,Yes,No,Yes,Low,Moderate,2016,Psychiatry
CMETA444,CD567282,Systematic review 444,Intervention vs comparator,Clinical response,Active treatment,Placebo,12,5840,Mean Difference,0.75,0.73,1.28,0.079,54,0.032,0.156,Fixed,Yes,Yes,No,High,Moderate,2016,Pulmonology
CMETA445,CD176912,Systematic review 445,Intervention vs comparator,Disease progression,Active treatment,Standard care,18,5014,Hazard Ratio,0.87,0.74,1.56,0.137,24,0.081,0.649,Fixed,No,Yes,Yes,High,Moderate,2017,Neurology
CMETA446,CD292953,Systematic review 446,Intervention vs comparator,Mortality,Active treatment,Placebo,17,7555,Odds Ratio,0.77,0.83,1.61,0.035,32,0.056,0.392,Fixed,No,Yes,No,High,Low,2023,Psychiatry
CMETA447,CD205771,Systematic review 447,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,21,7643,Risk Ratio,1.05,0.53,1.55,0.074,38,0.146,0.708,Random,Yes,Yes,No,Low,Low,2019,Pulmonology
CMETA448,CD897854,Systematic review 448,Intervention vs comparator,Mortality,Active treatment,Placebo,12,2177,Risk Ratio,0.84,0.6,1.07,0.131,68,0.12,0.332,Fixed,Yes,Yes,No,Unclear,High,2023,Neurology
CMETA449,CD852806,Systematic review 449,Intervention vs comparator,Disease progression,Active treatment,Standard care,11,7703,Mean Difference,0.97,0.6,1.51,0.017,67,0.127,0.819,Random,Yes,Yes,Yes,Low,Low,2019,Oncology
CMETA450,CD477261,Systematic review 450,Intervention vs comparator,Mortality,Active treatment,Placebo,12,2509,Odds Ratio,0.7,0.53,1.41,0.125,67,0.104,0.728,Fixed,Yes,Yes,Yes,Low,Low,2021,Endocrinology
CMETA451,CD665183,Systematic review 451,Intervention vs comparator,Clinical response,Active treatment,Standard care,23,5214,Risk Ratio,1.17,0.82,1.5,0.148,21,0.05,0.327,Random,No,Yes,Yes,Unclear,Low,2017,Oncology
CMETA452,CD458644,Systematic review 452,Intervention vs comparator,Clinical response,Active treatment,Standard care,27,3180,Odds Ratio,1.23,0.82,1.29,0.002,64,0.102,0.419,Fixed,Yes,Yes,Yes,Low,Low,2015,Gastroenterology
CMETA453,CD378856,Systematic review 453,Intervention vs comparator,Disease progression,Active treatment,Standard care,15,2069,Mean Difference,0.76,0.71,1.46,0.119,67,0.055,0.471,Random,No,Yes,Yes,Low,High,2015,Endocrinology
CMETA454,CD275339,Systematic review 454,Intervention vs comparator,Mortality,Active treatment,Standard care,14,7562,Mean Difference,0.82,0.8,1.43,0.107,75,0.062,0.101,Fixed,Yes,Yes,Yes,Low,Moderate,2016,Endocrinology
CMETA455,CD246014,Systematic review 455,Intervention vs comparator,Mortality,Active treatment,Placebo,14,5917,Risk Ratio,1.1,0.61,1.1,0.05,44,0.145,0.434,Random,No,Yes,Yes,Low,Low,2016,Cardiology
CMETA456,CD340834,Systematic review 456,Intervention vs comparator,Clinical response,Active treatment,Standard care,25,4723,Mean Difference,0.69,0.7,1.21,0.066,66,0.088,0.068,Random,Yes,Yes,No,High,High,2020,Pulmonology
CMETA457,CD691796,Systematic review 457,Intervention vs comparator,Disease progression,Active treatment,Placebo,16,5027,Odds Ratio,1.3,0.73,1.3,0.096,47,0.096,0.381,Fixed,No,Yes,Yes,High,High,2020,Pulmonology
CMETA458,CD722101,Systematic review 458,Intervention vs comparator,Clinical response,Active treatment,Placebo,30,5935,Hazard Ratio,0.92,0.59,1.62,0.042,71,0.093,0.169,Random,No,No,No,Low,High,2022,Cardiology
CMETA459,CD741552,Systematic review 459,Intervention vs comparator,Mortality,Active treatment,Standard care,17,977,Risk Ratio,0.98,0.53,1.53,0.002,52,0.137,0.769,Random,No,No,Yes,Low,Moderate,2019,Endocrinology
CMETA460,CD984766,Systematic review 460,Intervention vs comparator,Symptom improvement,Active treatment,Standard care,22,1371,Risk Ratio,1.13,0.5,1.06,0.031,26,0.143,0.347,Random,No,Yes,Yes,Unclear,Moderate,2019,Psychiatry
CMETA461,CD178036,Systematic review 461,Intervention vs comparator,Disease progression,Active treatment,Standard care,24,1472,Risk Ratio,0.87,0.74,1.49,0.125,31,0.109,0.29,Random,No,Yes,Yes,Unclear,High,2019,Cardiology
CMETA462,CD367073,Systematic review 462,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,24,1411,Risk Ratio,0.76,0.58,1.05,0.128,32,0.075,0.165,Random,No,Yes,Yes,Unclear,Moderate,2021,Oncology
CMETA463,CD279914,Systematic review 463,Intervention vs comparator,Mortality,Active treatment,Placebo,24,5212,Hazard Ratio,1.27,0.67,1.44,0.097,70,0.052,0.622,Random,Yes,No,Yes,High,High,2015,Psychiatry
CMETA464,CD343575,Systematic review 464,Intervention vs comparator,Symptom improvement,Active treatment,Placebo,18,5638,Mean Difference,1.3,0.67,1.28,0.134,17,0.03,0.333,Fixed,Yes,Yes,No,High,Low,2016,Endocrinology
CMETA465,CD100269,Systematic review 465,Intervention vs comparator,Disease progression,Active treatment,Standard care,26,7841,Odds Ratio,1.07,0.64,1.58,0.12,26,0.126,0.273,Random,No,No,Yes,Low,Low,2022,Endocrinology
CMETA466,CD618600,Systematic review 466,Intervention vs comparator,Disease progression,Active treatment,Standard care,21,7628,Hazard Ratio,1.17,0.82,1.31,0.014,19,0.131,0.545,Fixed,Yes,Yes,No,High,Moderate,2021,Psychiatry
CMETA467,CD440193,Systematic review 467,Intervention vs comparator,Clinical response,Active treatment,Standard care,10,1472,Mean Difference,1.16,0.54,1.32,0.03,33,0.079,0.559,Fixed,Yes,Yes,Yes,Low,Moderate,2021,Oncology
CMETA468,CD434281,Systematic review 468,Intervention vs comparator,Mortality,Active treatment,Standard care,12,3020,Odds Ratio,0.78,0.83,1.21,0.037,51,0.083,0.076,Fixed,No,Yes,Yes,Low,Moderate,2021,Rheumatology
CMETA469,CD624669,Systematic review 469,Intervention vs comparator,Disease progression,Active treatment,Standard care,27,3776,Mean Difference,1.21,0.53,1.19,0.004,27,0.016,0.103,Random,No,Yes,Yes,Low,Moderate,2022,Psychiatry
CMETA470,CD566173,Systematic review 470,Intervention vs comparator,Mortality,Active treatment,Standard care,13,836,Hazard Ratio,1.06,0.55,1.59,0.109,28,0.05,0.474,Fixed,No,No,Yes,Low,High,2019,Neurology
CMETA471,CD268919,Systematic review 471,Intervention vs comparator,Mortality,Active treatment,Placebo,28,4469,Odds Ratio,0.7,0.58,1.2,0.022,63,0.088,0.12,Random,Yes,Yes,No,Low,Low,2020,Gastroenterology
CMETA472,CD612283,Systematic review 472,Intervention vs comparator,Clinical response,Active treatment,Placebo,27,6349,Risk Ratio,1.23,0.51,1.42,0.138,72,0.138,0.85,Random,Yes,No,Yes,High,Moderate,2020,Endocrinology
CMETA473,CD981138,Systematic review 473,Intervention vs comparator,Mortality,Active treatment,Standard care,32,2503,Risk Ratio,1.16,0.51,1.29,0.062,41,0.019,0.305,Random,No,Yes,No,Low,Low,2015,Psychiatry
