cea_id,study_type,publication_year,country,perspective,therapeutic_area,intervention_type,model_type,time_horizon_years,intervention_cost_usd,comparator_cost_usd,incremental_cost_usd,intervention_qalys,comparator_qalys,incremental_qalys,icer_per_qaly,wtp_threshold,ce_conclusion,deterministic_sa_conducted,probabilistic_sa_conducted,prob_ce_at_wtp,discount_rate_costs,discount_rate_outcomes,cheers_quality_score,efficacy_from_rct,utility_data_source,half_cycle_correction,scenario_analyses_n,subgroup_analyses,equity_considerations,funding_source
CEA0762,Budget Impact Analysis (BIA),2024,France,Government,Rare Diseases,Digital Health,Decision Tree,10,113265.2,61238.83,52026.37,10.0861,4.8024,5.2838,9846.44,80000,Highly Cost-Effective,True,False,,0.05,0.03,16,False,HUI,True,9,False,True,Mixed
CEA0763,Cost-Effectiveness Analysis (CEA),2021,South Korea,Societal,Mental Health,Diagnostic,Discrete Event Simulation,20,183868.4,115053.35,68815.06,9.4844,13.1308,-3.6464,-18871.99,80000,Dominant,True,False,,0.035,0.035,23,True,Literature,True,9,False,False,Independent
CEA0764,Cost-Minimization Analysis (CMA),2018,Canada,Healthcare payer,Mental Health,Behavioral,Discrete Event Simulation,1,9710.83,19475.59,-9764.75,13.3602,12.1538,1.2065,-8093.63,80000,Dominant,True,True,0.74,0.03,0.035,17,False,Expert Opinion,False,6,False,False,Government
CEA0765,Cost-Effectiveness Analysis (CEA),2017,Spain,Healthcare payer,Diabetes,Screening,Hybrid,1,177226.76,95100.66,82126.11,10.9697,3.2459,7.7238,10632.87,80000,Highly Cost-Effective,True,True,0.476,0.035,0.05,16,False,Expert Opinion,True,7,False,True,Government
CEA0766,Cost-Effectiveness Analysis (CEA),2020,USA,Government,Oncology,Device,Decision Tree,1,164598.67,53645.29,110953.38,12.8532,2.834,10.0191,11074.17,100000,Highly Cost-Effective,True,False,,0.05,0.035,13,False,HUI,True,6,False,True,Government
CEA0767,Cost-Utility Analysis (CUA),2020,France,Healthcare payer,Vaccines,Screening,Decision Tree,5,39305.58,125180.96,-85875.37,3.4884,11.0883,-7.6,11299.41,80000,Highly Cost-Effective,True,True,0.342,0.05,0.04,17,True,HUI,False,0,False,False,Government
CEA0768,Cost-Benefit Analysis (CBA),2019,Netherlands,Hospital,Mental Health,Behavioral,Decision Tree,Lifetime,27946.3,120045.75,-92099.45,8.5431,10.7033,-2.1602,42635.05,80000,Cost-Effective,True,True,0.685,0.04,0.05,17,True,EQ-5D,False,6,True,False,Government
CEA0769,Cost-Minimization Analysis (CMA),2021,UK,Hospital,Cardiology,Diagnostic,Discrete Event Simulation,1,44161.89,83399.68,-39237.79,11.9871,2.1468,9.8403,-3987.44,50000,Dominant,True,False,,0.05,0.035,15,True,Literature,True,8,False,True,Government
CEA0770,Cost-Effectiveness Analysis (CEA),2019,Australia,Patient,Infectious Disease,Pharmaceutical,Decision Tree,Lifetime,159224.12,52166.76,107057.35,4.6585,7.5808,-2.9223,-36634.85,80000,Dominant,True,False,,0.03,0.03,12,False,HUI,False,7,False,False,Industry
CEA0771,Cost-Benefit Analysis (CBA),2018,Sweden,Hospital,Cardiology,Pharmaceutical,Discrete Event Simulation,Lifetime,100559.16,34398.8,66160.36,3.0343,8.7146,-5.6803,-11647.38,80000,Dominant,True,True,0.616,0.04,0.04,22,True,EQ-5D,True,8,True,True,Government
CEA0772,Cost-Minimization Analysis (CMA),2019,Canada,Healthcare payer,Rheumatology,Surgical,Hybrid,20,93716.86,125737.61,-32020.75,9.6673,11.554,-1.8868,16971.37,80000,Highly Cost-Effective,True,False,,0.03,0.04,16,False,Expert Opinion,False,3,True,False,Industry
CEA0773,Budget Impact Analysis (BIA),2024,Spain,Societal,Neurology,Device,Discrete Event Simulation,30,71457.73,52749.34,18708.39,4.812,10.0005,-5.1885,-3605.76,80000,Dominant,True,False,,0.035,0.035,13,True,EQ-5D,True,2,False,False,Government
CEA0774,Cost-Benefit Analysis (CBA),2020,UK,Healthcare payer,Neurology,Device,Hybrid,10,134511.21,145007.71,-10496.5,10.3496,2.6772,7.6724,-1368.08,50000,Dominant,True,True,0.335,0.03,0.03,19,True,Literature,True,1,False,False,Industry
CEA0775,Budget Impact Analysis (BIA),2019,Canada,Hospital,Neurology,Behavioral,Discrete Event Simulation,30,86341.47,45218.33,41123.14,4.5556,9.5322,-4.9767,-8263.17,80000,Dominant,True,True,0.784,0.03,0.04,17,True,HUI,True,9,True,True,Industry
CEA0776,Budget Impact Analysis (BIA),2022,Australia,Societal,Infectious Disease,Digital Health,Hybrid,1,3452.36,135520.02,-132067.66,4.2522,6.288,-2.0357,64874.81,80000,Cost-Effective,True,False,,0.03,0.03,19,False,EQ-5D,False,0,False,False,Government
CEA0777,Budget Impact Analysis (BIA),2018,Spain,Societal,Oncology,Pharmaceutical,Discrete Event Simulation,Lifetime,186429.56,40266.06,146163.5,3.7133,8.5264,-4.8131,-30367.62,80000,Dominant,True,True,0.495,0.03,0.05,23,False,Expert Opinion,False,6,False,False,Industry
CEA0778,Cost-Effectiveness Analysis (CEA),2017,South Korea,Government,Rheumatology,Screening,Hybrid,20,191228.22,2469.4,188758.82,14.1629,12.776,1.3869,136101.65,80000,Not Cost-Effective,True,True,0.679,0.05,0.05,24,True,SF-6D,False,4,False,True,Independent
CEA0779,Cost-Effectiveness Analysis (CEA),2024,Italy,Healthcare payer,Vaccines,Diagnostic,Decision Tree,1,158600.65,20361.45,138239.2,7.0237,12.6176,-5.5939,-24712.55,80000,Dominant,True,True,0.624,0.03,0.04,23,True,HUI,True,1,False,False,Independent
CEA0780,Budget Impact Analysis (BIA),2024,Netherlands,Patient,Rheumatology,Diagnostic,Discrete Event Simulation,1,147758.11,132338.95,15419.16,5.5306,3.9281,1.6025,9622.06,80000,Highly Cost-Effective,True,True,0.588,0.04,0.03,15,True,Literature,True,5,True,False,Independent
CEA0781,Cost-Benefit Analysis (CBA),2017,Spain,Healthcare payer,Diabetes,Behavioral,Discrete Event Simulation,30,105658.44,50899.88,54758.57,14.5653,4.056,10.5093,5210.48,80000,Highly Cost-Effective,True,True,0.327,0.04,0.05,21,True,SF-6D,False,1,False,False,Government
CEA0782,Cost-Minimization Analysis (CMA),2021,Germany,Hospital,Respiratory,Behavioral,Decision Tree,1,95586.61,63243.73,32342.88,13.2843,10.1596,3.1246,10350.97,80000,Highly Cost-Effective,True,False,,0.05,0.05,18,True,Expert Opinion,True,8,False,False,Industry
CEA0783,Cost-Effectiveness Analysis (CEA),2022,Italy,Healthcare payer,Vaccines,Device,Decision Tree,30,46681.56,124357.82,-77676.26,5.9807,2.6568,3.3239,-23369.35,80000,Dominant,True,True,0.553,0.035,0.05,20,True,Expert Opinion,True,2,False,False,Government
CEA0784,Cost-Benefit Analysis (CBA),2020,Germany,Government,Mental Health,Surgical,Decision Tree,1,189608.72,106253.37,83355.35,13.5913,6.7181,6.8732,12127.52,80000,Highly Cost-Effective,True,True,0.49,0.04,0.05,16,True,EQ-5D,True,7,False,False,Independent
CEA0785,Cost-Benefit Analysis (CBA),2021,Canada,Patient,Rare Diseases,Device,Hybrid,5,75217.66,28222.58,46995.08,13.3954,12.8443,0.5511,85277.54,80000,Marginally Cost-Effective,True,False,,0.05,0.03,13,True,Expert Opinion,True,9,True,False,Government
CEA0786,Cost-Minimization Analysis (CMA),2015,USA,Societal,Infectious Disease,Digital Health,Markov,5,14154.77,124643.14,-110488.37,8.8974,2.0642,6.8332,-16169.43,100000,Dominant,True,True,0.741,0.035,0.035,20,False,HUI,True,1,False,True,Industry
CEA0787,Cost-Utility Analysis (CUA),2022,Canada,Patient,Oncology,Pharmaceutical,Decision Tree,20,146735.57,91000.12,55735.45,11.1405,12.3877,-1.2471,-44690.55,80000,Dominant,True,False,,0.035,0.05,24,True,HUI,False,8,False,True,Mixed
CEA0788,Cost-Effectiveness Analysis (CEA),2018,France,Societal,Rheumatology,Prevention,Discrete Event Simulation,10,191616.59,61418.27,130198.32,11.6224,4.4745,7.1479,18214.89,80000,Highly Cost-Effective,True,True,0.762,0.035,0.03,13,True,HUI,True,2,True,False,Government
CEA0789,Cost-Effectiveness Analysis (CEA),2017,Spain,Government,Vaccines,Diagnostic,Discrete Event Simulation,20,15553.48,50940.32,-35386.84,7.8753,7.9407,-0.0654,540808.26,80000,Not Cost-Effective,True,False,,0.035,0.05,24,True,Expert Opinion,True,9,False,False,Independent
CEA0790,Cost-Benefit Analysis (CBA),2016,South Korea,Healthcare payer,Mental Health,Device,Hybrid,Lifetime,103624.67,93537.91,10086.75,13.4236,5.6582,7.7654,1298.94,80000,Highly Cost-Effective,False,False,,0.05,0.04,13,True,HUI,True,0,True,True,Industry
CEA0791,Budget Impact Analysis (BIA),2024,UK,Societal,Neurology,Screening,Discrete Event Simulation,30,96759.11,123490.4,-26731.29,7.9729,5.3739,2.599,-10285.14,50000,Dominant,True,True,0.783,0.05,0.05,21,False,SF-6D,False,5,False,True,Industry
CEA0792,Cost-Utility Analysis (CUA),2024,Germany,Societal,Vaccines,Behavioral,Discrete Event Simulation,30,35224.37,23674.47,11549.9,7.7197,4.7052,3.0146,3831.34,80000,Highly Cost-Effective,True,True,0.479,0.04,0.04,15,True,EQ-5D,False,7,False,False,Industry
CEA0793,Cost-Effectiveness Analysis (CEA),2019,Australia,Hospital,Rare Diseases,Prevention,Markov,20,146166.54,38322.83,107843.71,5.0424,10.6623,-5.62,-19189.4,80000,Dominant,True,True,0.641,0.04,0.03,22,True,Expert Opinion,True,3,False,True,Industry
CEA0794,Cost-Utility Analysis (CUA),2022,Sweden,Hospital,Neurology,Surgical,Hybrid,30,117740.84,7178.94,110561.9,4.0858,7.8263,-3.7405,-29557.95,80000,Dominant,True,True,0.527,0.04,0.04,17,False,EQ-5D,True,4,False,False,Government
CEA0795,Cost-Utility Analysis (CUA),2017,UK,Societal,Rheumatology,Prevention,Discrete Event Simulation,1,128599.83,109578.41,19021.43,3.6268,6.5865,-2.9597,-6426.84,50000,Dominant,False,True,0.448,0.04,0.04,20,False,EQ-5D,False,5,False,True,Government
CEA0796,Cost-Minimization Analysis (CMA),2018,Japan,Hospital,Rheumatology,Digital Health,Hybrid,30,60672.99,124864.36,-64191.37,13.5797,7.199,6.3807,-10060.21,80000,Dominant,True,True,0.702,0.03,0.03,13,False,HUI,True,8,False,False,Industry
CEA0797,Budget Impact Analysis (BIA),2018,Netherlands,Patient,Rare Diseases,Surgical,Markov,20,115530.77,128651.6,-13120.83,13.7054,11.9829,1.7225,-7617.51,80000,Dominant,True,False,,0.04,0.05,22,False,SF-6D,True,7,True,False,Mixed
CEA0798,Cost-Utility Analysis (CUA),2019,Spain,Hospital,Vaccines,Behavioral,Decision Tree,20,9346.97,108128.26,-98781.28,6.3718,2.589,3.7828,-26113.38,80000,Dominant,True,False,,0.035,0.04,14,False,EQ-5D,False,0,False,True,Industry
CEA0799,Cost-Effectiveness Analysis (CEA),2021,Italy,Hospital,Mental Health,Surgical,Decision Tree,5,104046.24,10814.53,93231.71,7.1665,8.274,-1.1075,-84183.15,80000,Dominant,True,True,0.728,0.035,0.04,19,False,Literature,True,6,True,False,Independent
CEA0800,Cost-Effectiveness Analysis (CEA),2021,Japan,Patient,Mental Health,Digital Health,Discrete Event Simulation,10,111147.14,146628.51,-35481.37,12.4462,10.97,1.4763,-24034.79,80000,Dominant,True,True,0.67,0.035,0.035,20,True,Expert Opinion,True,3,False,False,Government
CEA0801,Cost-Benefit Analysis (CBA),2024,Spain,Healthcare payer,Oncology,Diagnostic,Hybrid,10,68170.05,122759.35,-54589.3,10.1409,2.1034,8.0375,-6791.84,80000,Dominant,True,False,,0.035,0.03,13,True,Literature,True,5,True,True,Government
CEA0802,Cost-Benefit Analysis (CBA),2022,Japan,Societal,Respiratory,Screening,Discrete Event Simulation,5,174318.87,51065.88,123252.99,11.7186,9.8921,1.8265,67479.82,80000,Cost-Effective,True,False,,0.035,0.035,21,True,Expert Opinion,False,4,False,False,Industry
CEA0803,Cost-Utility Analysis (CUA),2017,Sweden,Hospital,Infectious Disease,Device,Discrete Event Simulation,20,98442.88,39036.18,59406.7,7.7259,12.2093,-4.4835,-13250.18,80000,Dominant,True,True,0.493,0.04,0.05,18,True,SF-6D,True,5,True,False,Industry
CEA0804,Budget Impact Analysis (BIA),2017,Japan,Government,Mental Health,Behavioral,Hybrid,Lifetime,7167.52,105769.85,-98602.32,3.3178,10.7525,-7.4348,13262.32,80000,Highly Cost-Effective,True,True,0.608,0.04,0.035,21,False,Literature,True,1,True,False,Industry
CEA0805,Cost-Effectiveness Analysis (CEA),2016,Germany,Societal,Vaccines,Prevention,Decision Tree,Lifetime,164884.34,45190.73,119693.61,6.0739,11.5497,-5.4758,-21858.77,80000,Dominant,True,True,0.696,0.05,0.05,16,True,HUI,False,0,False,False,Independent
CEA0806,Budget Impact Analysis (BIA),2020,Germany,Government,Vaccines,Behavioral,Discrete Event Simulation,1,139402.9,134660.09,4742.81,7.0238,9.2773,-2.2535,-2104.68,80000,Dominant,True,True,0.888,0.03,0.03,17,True,EQ-5D,False,2,False,False,Industry
CEA0807,Cost-Minimization Analysis (CMA),2024,Spain,Government,Vaccines,Diagnostic,Decision Tree,Lifetime,113328.34,148826.34,-35498.0,13.1936,5.3754,7.8183,-4540.38,80000,Dominant,False,False,,0.05,0.05,12,True,SF-6D,True,2,False,False,Industry
CEA0808,Budget Impact Analysis (BIA),2022,Italy,Government,Infectious Disease,Device,Hybrid,Lifetime,104320.75,37287.26,67033.5,4.7303,5.4551,-0.7248,-92489.63,80000,Dominant,True,True,0.483,0.04,0.05,16,False,EQ-5D,False,8,True,False,Industry
CEA0809,Cost-Effectiveness Analysis (CEA),2015,Canada,Hospital,Oncology,Surgical,Decision Tree,Lifetime,169274.31,54832.31,114442.0,5.0974,7.4657,-2.3683,-48321.75,80000,Dominant,True,True,0.491,0.05,0.05,20,True,HUI,True,7,False,False,Industry
CEA0810,Cost-Minimization Analysis (CMA),2023,USA,Societal,Oncology,Pharmaceutical,Discrete Event Simulation,1,169575.86,51579.54,117996.32,7.2755,12.9921,-5.7166,-20640.87,100000,Dominant,False,False,,0.03,0.035,21,False,Expert Opinion,True,9,False,False,Government
CEA0811,Budget Impact Analysis (BIA),2019,UK,Hospital,Vaccines,Prevention,Decision Tree,Lifetime,109127.86,42823.62,66304.23,9.8435,3.506,6.3374,10462.34,50000,Highly Cost-Effective,True,False,,0.05,0.035,18,True,Expert Opinion,True,3,False,False,Industry
CEA0812,Budget Impact Analysis (BIA),2022,UK,Healthcare payer,Infectious Disease,Behavioral,Markov,30,87749.4,139349.21,-51599.82,6.5499,11.5366,-4.9868,10347.33,50000,Highly Cost-Effective,True,True,0.475,0.05,0.05,23,False,HUI,False,2,True,False,Industry
CEA0813,Cost-Utility Analysis (CUA),2020,Japan,Healthcare payer,Rare Diseases,Pharmaceutical,Decision Tree,30,114974.3,92278.9,22695.41,9.8408,3.019,6.8218,3326.91,80000,Highly Cost-Effective,True,True,0.502,0.03,0.04,18,True,Expert Opinion,False,4,True,False,Independent
CEA0814,Cost-Utility Analysis (CUA),2020,Australia,Societal,Oncology,Prevention,Decision Tree,30,116768.9,135040.36,-18271.46,14.1697,10.7739,3.3958,-5380.63,80000,Dominant,True,True,0.808,0.035,0.035,22,True,HUI,True,3,False,False,Independent
CEA0815,Cost-Minimization Analysis (CMA),2017,UK,Societal,Neurology,Behavioral,Hybrid,10,54833.54,14149.61,40683.93,5.3087,13.9041,-8.5954,-4733.23,50000,Dominant,True,False,,0.05,0.05,13,True,SF-6D,True,9,True,False,Industry
CEA0816,Cost-Effectiveness Analysis (CEA),2024,UK,Patient,Rheumatology,Diagnostic,Markov,20,188704.95,77724.89,110980.06,6.8388,13.0566,-6.2178,-17848.73,50000,Dominant,True,True,0.814,0.035,0.05,14,False,EQ-5D,True,4,False,False,Government
CEA0817,Cost-Effectiveness Analysis (CEA),2017,UK,Government,Infectious Disease,Diagnostic,Hybrid,30,2961.57,11138.7,-8177.12,8.3556,4.8843,3.4713,-2355.6,50000,Dominant,True,True,0.756,0.04,0.05,23,False,Expert Opinion,True,9,True,False,Government
CEA0818,Cost-Utility Analysis (CUA),2017,USA,Patient,Oncology,Digital Health,Markov,5,199118.35,103047.63,96070.73,3.8179,6.8229,-3.005,-31970.22,100000,Dominant,True,False,,0.05,0.05,17,True,HUI,False,6,True,False,Government
CEA0819,Cost-Minimization Analysis (CMA),2020,Sweden,Societal,Cardiology,Digital Health,Discrete Event Simulation,10,67838.7,123053.65,-55214.95,6.8251,2.9355,3.8896,-14195.61,80000,Dominant,True,False,,0.035,0.05,24,True,SF-6D,True,9,False,False,Industry
CEA0820,Cost-Benefit Analysis (CBA),2021,Germany,Societal,Rare Diseases,Prevention,Discrete Event Simulation,30,96174.53,128787.04,-32612.51,4.9408,11.085,-6.1441,5307.93,80000,Highly Cost-Effective,True,True,0.535,0.03,0.03,19,True,Expert Opinion,True,1,False,False,Government
CEA0821,Cost-Benefit Analysis (CBA),2016,Germany,Societal,Oncology,Behavioral,Decision Tree,Lifetime,187055.89,102911.66,84144.24,3.4628,3.7038,-0.241,-349089.75,80000,Dominant,True,False,,0.04,0.04,21,True,HUI,True,9,False,True,Mixed
CEA0822,Cost-Utility Analysis (CUA),2023,South Korea,Healthcare payer,Vaccines,Pharmaceutical,Markov,5,10247.02,23625.43,-13378.4,7.3522,2.2487,5.1035,-2621.4,80000,Dominant,True,False,,0.03,0.04,17,True,Literature,False,4,False,True,Industry
CEA0823,Cost-Benefit Analysis (CBA),2015,Spain,Hospital,Mental Health,Surgical,Discrete Event Simulation,Lifetime,89553.97,71550.25,18003.72,3.7774,7.2561,-3.4787,-5175.36,80000,Dominant,True,True,0.719,0.04,0.03,20,True,Expert Opinion,True,7,False,False,Industry
CEA0824,Cost-Utility Analysis (CUA),2023,France,Government,Vaccines,Pharmaceutical,Hybrid,10,187772.56,84517.29,103255.27,14.9243,8.8777,6.0466,17076.57,80000,Highly Cost-Effective,True,True,0.45,0.04,0.05,21,True,Expert Opinion,True,0,False,False,Mixed
CEA0825,Budget Impact Analysis (BIA),2020,Netherlands,Patient,Diabetes,Prevention,Discrete Event Simulation,5,59432.98,135724.24,-76291.26,12.532,11.6168,0.9152,-83358.6,80000,Dominant,True,True,0.321,0.04,0.05,19,True,EQ-5D,True,9,False,True,Government
CEA0826,Cost-Effectiveness Analysis (CEA),2019,Sweden,Hospital,Mental Health,Prevention,Discrete Event Simulation,10,199466.99,99690.94,99776.05,7.9471,7.701,0.2461,405502.31,80000,Not Cost-Effective,True,True,0.714,0.05,0.04,12,True,Expert Opinion,True,2,True,False,Government
CEA0827,Cost-Minimization Analysis (CMA),2022,Australia,Patient,Rare Diseases,Pharmaceutical,Hybrid,1,102957.73,61756.94,41200.79,9.8925,13.0501,-3.1576,-13048.13,80000,Dominant,True,True,0.613,0.03,0.04,23,False,EQ-5D,False,0,False,False,Industry
CEA0828,Budget Impact Analysis (BIA),2016,Sweden,Government,Infectious Disease,Behavioral,Discrete Event Simulation,30,129037.5,82432.9,46604.6,4.8641,8.5795,-3.7154,-12543.53,80000,Dominant,False,True,0.772,0.035,0.05,23,False,HUI,True,4,True,False,Independent
CEA0829,Budget Impact Analysis (BIA),2022,Italy,Patient,Mental Health,Diagnostic,Markov,1,34624.66,120587.37,-85962.71,13.0932,10.2883,2.8049,-30647.78,80000,Dominant,True,True,0.661,0.04,0.04,16,True,HUI,False,1,False,False,Government
CEA0830,Cost-Effectiveness Analysis (CEA),2018,Italy,Healthcare payer,Cardiology,Surgical,Discrete Event Simulation,1,99221.66,74184.07,25037.59,8.1707,4.7431,3.4276,7304.74,80000,Highly Cost-Effective,True,True,0.463,0.03,0.05,12,True,Expert Opinion,True,0,False,False,Independent
CEA0831,Cost-Utility Analysis (CUA),2020,Spain,Patient,Vaccines,Device,Discrete Event Simulation,Lifetime,176323.05,52862.27,123460.79,5.441,13.5797,-8.1387,-15169.59,80000,Dominant,True,True,0.717,0.03,0.035,16,True,Expert Opinion,False,8,False,True,Industry
CEA0832,Cost-Utility Analysis (CUA),2018,Australia,Patient,Cardiology,Pharmaceutical,Hybrid,Lifetime,107234.78,94692.25,12542.53,5.0067,10.2174,-5.2107,-2407.09,80000,Dominant,True,True,0.885,0.05,0.03,20,False,HUI,False,9,False,False,Industry
CEA0833,Cost-Benefit Analysis (CBA),2018,France,Societal,Mental Health,Device,Decision Tree,1,13467.07,65997.17,-52530.1,10.0268,9.3024,0.7244,-72510.69,80000,Dominant,True,True,0.624,0.03,0.035,21,True,HUI,False,7,False,False,Industry
CEA0834,Cost-Utility Analysis (CUA),2016,Germany,Healthcare payer,Oncology,Pharmaceutical,Markov,Lifetime,11206.09,11843.73,-637.64,4.4224,12.9775,-8.5551,74.53,80000,Highly Cost-Effective,True,True,0.615,0.035,0.035,18,True,Expert Opinion,True,9,False,False,Government
CEA0835,Cost-Minimization Analysis (CMA),2021,Netherlands,Healthcare payer,Oncology,Behavioral,Markov,30,170535.54,71998.43,98537.11,3.2425,13.8856,-10.6431,-9258.28,80000,Dominant,True,True,0.724,0.04,0.035,16,True,EQ-5D,False,1,False,False,Independent
CEA0836,Cost-Minimization Analysis (CMA),2022,Netherlands,Hospital,Rheumatology,Surgical,Markov,1,61938.91,31607.47,30331.45,4.5094,2.2866,2.2228,13645.61,80000,Highly Cost-Effective,True,True,0.474,0.03,0.03,16,False,Expert Opinion,True,9,False,True,Independent
CEA0837,Budget Impact Analysis (BIA),2022,UK,Societal,Rare Diseases,Surgical,Hybrid,Lifetime,25068.79,140113.32,-115044.53,13.1372,3.6865,9.4507,-12173.14,50000,Dominant,True,True,0.676,0.05,0.05,19,True,Literature,False,3,True,False,Industry
CEA0838,Cost-Effectiveness Analysis (CEA),2018,Italy,Hospital,Rheumatology,Device,Decision Tree,Lifetime,58235.26,41668.18,16567.08,3.6902,3.4318,0.2583,64137.77,80000,Cost-Effective,True,True,0.582,0.05,0.03,24,True,Literature,True,6,True,False,Industry
CEA0839,Budget Impact Analysis (BIA),2017,Germany,Patient,Diabetes,Device,Discrete Event Simulation,30,161886.93,93309.48,68577.44,7.9061,9.9875,-2.0813,-32949.2,80000,Dominant,False,True,0.582,0.03,0.05,21,True,Expert Opinion,False,0,False,False,Industry
CEA0840,Budget Impact Analysis (BIA),2020,Japan,Healthcare payer,Cardiology,Pharmaceutical,Discrete Event Simulation,30,89843.57,91947.9,-2104.33,14.1627,10.8689,3.2938,-638.87,80000,Dominant,True,True,0.641,0.05,0.03,16,True,Expert Opinion,True,6,False,True,Industry
CEA0841,Cost-Effectiveness Analysis (CEA),2023,Canada,Hospital,Rare Diseases,Digital Health,Hybrid,30,59775.75,29285.56,30490.19,6.7385,11.7906,-5.0522,-6035.05,80000,Dominant,True,True,0.508,0.03,0.04,23,False,Expert Opinion,False,8,False,False,Industry
CEA0842,Cost-Effectiveness Analysis (CEA),2020,South Korea,Government,Infectious Disease,Digital Health,Discrete Event Simulation,Lifetime,135041.1,87523.16,47517.94,3.4024,2.7393,0.6631,71657.07,80000,Cost-Effective,True,True,0.657,0.035,0.035,20,True,HUI,False,5,False,False,Government
CEA0843,Budget Impact Analysis (BIA),2019,Netherlands,Societal,Rare Diseases,Surgical,Markov,5,185707.06,126768.88,58938.19,3.8278,12.1424,-8.3146,-7088.52,80000,Dominant,True,True,0.654,0.04,0.035,23,False,Expert Opinion,True,9,True,True,Mixed
CEA0844,Cost-Benefit Analysis (CBA),2016,Germany,Government,Vaccines,Digital Health,Discrete Event Simulation,20,157401.36,14058.67,143342.7,9.9784,6.511,3.4675,41339.44,80000,Cost-Effective,True,True,0.507,0.04,0.035,16,False,SF-6D,False,3,False,False,Industry
CEA0845,Cost-Benefit Analysis (CBA),2022,Italy,Patient,Rare Diseases,Surgical,Decision Tree,5,139905.91,43475.73,96430.18,3.1576,13.1812,-10.0236,-9620.29,80000,Dominant,True,False,,0.03,0.04,17,True,EQ-5D,True,3,True,False,Industry
CEA0846,Cost-Minimization Analysis (CMA),2023,South Korea,Societal,Respiratory,Digital Health,Markov,Lifetime,10196.02,28223.21,-18027.19,7.6546,6.3319,1.3227,-13629.39,80000,Dominant,True,True,0.624,0.05,0.05,17,False,SF-6D,True,0,False,False,Industry
CEA0847,Cost-Effectiveness Analysis (CEA),2021,Germany,Hospital,Neurology,Pharmaceutical,Decision Tree,30,146680.43,44081.5,102598.93,6.8792,3.6901,3.189,32172.35,80000,Highly Cost-Effective,True,False,,0.05,0.035,23,False,SF-6D,True,7,True,False,Independent
CEA0848,Cost-Benefit Analysis (CBA),2023,USA,Government,Oncology,Prevention,Hybrid,1,199886.27,56885.37,143000.91,14.0924,13.8015,0.2909,491575.96,100000,Not Cost-Effective,True,True,0.708,0.03,0.03,22,True,Literature,True,9,True,False,Industry
CEA0849,Cost-Benefit Analysis (CBA),2017,France,Hospital,Diabetes,Screening,Discrete Event Simulation,1,44768.74,1867.71,42901.04,11.1661,3.3782,7.7879,5508.7,80000,Highly Cost-Effective,True,True,0.532,0.03,0.035,24,True,Literature,False,8,False,False,Independent
CEA0850,Cost-Utility Analysis (CUA),2021,Japan,Government,Neurology,Behavioral,Discrete Event Simulation,Lifetime,77886.71,112031.98,-34145.27,9.777,10.5233,-0.7462,45756.21,80000,Cost-Effective,True,True,0.584,0.035,0.035,12,True,Expert Opinion,False,5,False,False,Industry
CEA0851,Cost-Minimization Analysis (CMA),2021,Netherlands,Healthcare payer,Diabetes,Pharmaceutical,Hybrid,10,148340.49,5761.27,142579.21,7.6154,9.2497,-1.6343,-87239.39,80000,Dominant,True,True,0.708,0.035,0.03,15,False,Literature,True,1,True,False,Independent
CEA0852,Cost-Utility Analysis (CUA),2017,USA,Government,Rheumatology,Behavioral,Decision Tree,1,148934.0,78554.13,70379.87,13.9675,9.8037,4.1637,16903.04,100000,Highly Cost-Effective,True,True,0.657,0.035,0.04,16,True,Literature,True,2,False,False,Mixed
CEA0853,Budget Impact Analysis (BIA),2021,France,Healthcare payer,Neurology,Screening,Decision Tree,Lifetime,2038.97,46633.81,-44594.84,8.8625,10.7858,-1.9233,23186.05,80000,Highly Cost-Effective,True,True,0.742,0.035,0.03,20,True,SF-6D,True,5,True,False,Mixed
CEA0854,Cost-Utility Analysis (CUA),2019,Italy,Societal,Cardiology,Device,Decision Tree,20,141743.57,122639.41,19104.16,13.3486,8.365,4.9836,3833.42,80000,Highly Cost-Effective,True,False,,0.04,0.05,17,True,EQ-5D,True,5,True,False,Mixed
CEA0855,Cost-Minimization Analysis (CMA),2018,France,Healthcare payer,Respiratory,Pharmaceutical,Markov,20,23859.66,9234.38,14625.29,14.167,11.5903,2.5767,5675.94,80000,Highly Cost-Effective,True,True,0.702,0.035,0.05,18,True,SF-6D,False,4,False,False,Government
CEA0856,Cost-Utility Analysis (CUA),2024,France,Government,Neurology,Prevention,Markov,10,46586.54,146733.32,-100146.78,9.6195,8.1942,1.4253,-70262.33,80000,Dominant,True,True,0.577,0.05,0.05,18,True,Expert Opinion,True,2,False,False,Government
CEA0857,Budget Impact Analysis (BIA),2017,UK,Patient,Respiratory,Surgical,Hybrid,5,62929.83,70117.39,-7187.56,5.9771,2.0521,3.925,-1831.23,50000,Dominant,True,True,0.49,0.05,0.04,21,True,EQ-5D,True,6,False,False,Industry
CEA0858,Cost-Effectiveness Analysis (CEA),2020,Netherlands,Government,Oncology,Screening,Hybrid,20,133558.37,119729.51,13828.87,10.2949,11.1464,-0.8515,-16241.21,80000,Dominant,True,True,0.632,0.04,0.05,22,True,HUI,True,7,True,False,Industry
